Litterbag datasheet - coarse - serial incubations - ALL RAW DATA,,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting dry - HL,Starting AFDM,Final dry mass (g),prop sample AFDM,Final AFDM,%AFDM rem,Tin mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes
C0359,A,4.9,4.5475,4.331597453,1.01,0.793748053,0.801685533,18.5078494,3.6003,4.5632,3.7989,7/5/2018,8/31/2018,WS13,
C0360,A,4.9,4.5475,4.331597453,1.34,0.86194288,1.155003459,26.66460749,3.5295,4.5414,3.6692,7/5/2018,8/31/2018,WS13,
C0361,A,5,4.6475,4.426849733,1.07,0.71127885,0.76106837,17.19209857,3.5374,4.2263,3.7363,7/5/2018,8/31/2018,WS02,
C0362,A,5.09,4.7375,4.512576785,1.89,0.890435564,1.682923215,37.29406269,3.5466,4.8828,3.693,7/5/2018,8/31/2018,WS02,
C0363,A,4.95,4.5975,4.379223593,1.38,0.883405305,1.219099321,27.8382525,3.6068,4.5794,3.7202,7/5/2018,8/31/2018,WS02,
C0364,A,4.99,4.6375,4.417324505,0.37,0.609819121,0.225633075,5.107912599,3.6475,4.0345,3.7985,7/5/2018,8/31/2018,WS02,
C0365,A,5.01,4.6575,4.436374961,0.95,0.89863803,0.853706129,19.24332673,3.5197,4.2833,3.5971,7/5/2018,8/31/2018,WS32,
C0366,A,5.03,4.6775,4.455425417,1.52,0.895602257,1.361315431,30.55410659,3.5337,4.5615,3.641,7/5/2018,8/31/2018,WS32,
C0367,A,5,4.6475,4.426849733,1.08,0.847335839,0.915122706,20.6720978,3.5467,4.4513,3.6848,7/5/2018,8/31/2018,WS32,
C0368,A,4.97,4.6175,4.398274049,1.1,0.904344839,0.994779323,22.61749296,3.6341,4.2164,3.6898,7/5/2018,8/31/2018,WS32,
C0369,A,4.95,4.5975,4.379223593,0.68,NA,NA,NA,NA,NA,NA,7/5/2018,8/31/2018,WS27,tin + ash lost
C0370,A,4.95,4.5975,4.379223593,0.91,0.866565668,0.788574758,18.0071819,3.6655,4.5236,3.78,7/5/2018,8/31/2018,WS27,
C0371,A,4.96,4.6075,4.388748821,1.51,0.901864372,1.361815202,31.02969109,3.5046,4.4808,3.6004,7/5/2018,8/31/2018,WS27,
C0372,A,5,4.6475,4.426849733,0.87,0.871057946,0.757820413,17.11872909,3.5527,4.1964,3.6357,7/5/2018,8/31/2018,WS27,
C0373,A,5.03,4.6775,4.455425417,0.93,0.713999765,0.664019781,14.90362241,3.5424,4.3917,3.7853,7/5/2018,8/31/2018,WS06,
C0374,A,5.02,4.6675,4.445900189,1.04,0.779655345,0.810841559,18.23796138,3.6077,4.2054,3.7394,7/5/2018,8/31/2018,WS06,
C0375,A,5.1,4.7475,4.522102014,0.6,0.859744094,0.515846457,11.40722733,3.5188,3.9252,3.5758,7/5/2018,8/31/2018,WS06,
C0376,A,5.07,4.7175,4.493526329,1.53,0.796194944,1.218178264,27.10962783,3.5529,5.0877,3.8657,7/5/2018,8/31/2018,WS06,
C0377,A,5.09,4.7375,4.512576785,1.25,NA,NA,NA,NA,NA,NA,7/5/2018,8/31/2018,WS31,tin + ash lost
C0378,A,4.92,4.5675,4.350647909,0.76,0.891695502,0.677688581,15.57672778,3.653,4.231,3.7156,7/5/2018,8/31/2018,WS31,
C0379,A,5.08,4.7275,4.503051557,1,0.883181442,0.883181442,19.61295425,3.5719,4.4168,3.6706,7/5/2018,8/31/2018,WS31,
C0380,A,5.08,4.7275,4.503051557,0.98,0.84622262,0.829298167,18.41635959,3.5549,4.226,3.6581,7/5/2018,8/31/2018,WS31,
C0381,A,5,4.6475,4.426849733,0.11,0.909615385,0.100057692,2.260245961,3.6804,3.7844,3.6898,7/5/2018,8/31/2018,WS08,
C0382,A,4.96,4.6075,4.388748821,0.08,0.826498423,0.066119874,1.506576852,3.5466,3.6417,3.5631,7/5/2018,8/31/2018,WS08,
C0383,A,4.99,4.6375,4.417324505,NA,NA,NA,NA,NA,NA,NA,7/5/2018,8/31/2018,WS08,sample lost
C0384,A,4.95,4.5975,4.379223593,0.41,0.786691836,0.322543653,7.365315925,3.521,3.9448,3.6114,7/5/2018,8/31/2018,WS08,
C0001,R,5.1,4.7475,4.522102014,2.04,0.932087054,1.901457589,42.04809143,3.5761,5.3681,3.6978,8/3/2018,9/28/2018,WS36,
C0002,R,5.06,4.7075,4.484001101,1.97,0.935352127,1.84264369,41.09373856,3.5129,5.5207,3.6427,8/3/2018,9/28/2018,WS36,
C0003,R,5.08,4.7275,4.503051557,2.77,0.938764737,2.600378321,57.74702528,3.6088,5.882,3.748,8/3/2018,9/28/2018,WS36,
C0004,R,5.06,4.7075,4.484001101,2.99,0.933650916,2.79161624,62.25726035,3.6629,5.993,3.8175,8/3/2018,9/28/2018,WS36,
C0005,R,4.91,4.5575,4.341122681,2.2,0.934447179,2.055783794,47.35604002,3.5529,5.6657,3.6914,8/3/2018,9/28/2018,WS07,
C0006,R,5.09,4.7375,4.512576785,2.28,0.940173017,2.143594479,47.50267045,3.6724,5.73,3.7955,8/3/2018,9/28/2018,WS07,
C0007,R,4.92,4.5675,4.350647909,1.83,0.90098401,1.648800738,37.89782057,3.5335,5.3221,3.7106,8/3/2018,9/28/2018,WS07,
C0008,R,5.07,4.7175,4.493526329,2.55,0.933964071,2.381608381,53.0008774,3.546,6.1567,3.7184,8/3/2018,9/28/2018,WS07,
C0009,R,5.1,4.7475,4.522102014,2.42,0.926584954,2.242335587,49.58613452,3.6092,5.9752,3.7829,8/3/2018,9/28/2018,WS02,
C0010,R,5.06,4.7075,4.484001101,1.8,0.940399673,1.692719411,37.75020061,3.5155,5.2269,3.6175,8/3/2018,9/28/2018,WS02,
C0011,R,4.99,4.6375,4.417324505,0.82,0.92570157,0.759075287,17.18405081,3.5465,4.3554,3.6066,8/3/2018,9/28/2018,WS02,
C0012,R,4.99,4.6375,4.417324505,1.05,0.910472479,0.955996103,21.64197134,3.552,4.5785,3.6439,8/3/2018,9/28/2018,WS02,
C0013,R,4.95,4.5975,4.379223593,3.38,0.943592792,3.189343637,72.82897456,3.6777,6.8741,3.858,8/3/2018,9/28/2018,WS32,
C0014,R,4.95,4.5975,4.379223593,2.87,0.948051485,2.720907762,62.13219545,3.5474,6.3521,3.6931,8/3/2018,9/28/2018,WS32,
C0015,R,5.01,4.6575,4.436374961,3.51,0.930243205,3.265153648,73.59958698,3.6106,7.1056,3.8544,8/3/2018,9/28/2018,WS32,
C0016,R,5.07,4.7175,4.493526329,3.6,0.939892183,3.38361186,75.29970032,3.5477,6.1447,3.7038,8/3/2018,9/28/2018,WS32,
C0017,R,4.97,4.6175,4.398274049,2.88,0.930396111,2.6795408,60.92255213,3.5393,6.44,3.7412,8/3/2018,9/28/2018,WS31,
C0018,R,4.99,4.6375,4.417324505,3.02,0.941481891,2.843275312,64.36645776,3.5439,5.8936,3.6814,8/3/2018,9/28/2018,WS31,
C0019,R,4.94,4.5875,4.369698365,3.27,0.948809524,3.102607143,71.00277602,3.649,6.757,3.8081,8/3/2018,9/28/2018,WS31,
C0020,R,5.1,4.7475,4.522102014,3.98,0.947176373,3.769761966,83.36304565,3.5419,7.0498,3.7272,8/3/2018,9/28/2018,WS31,
C0021,R,5.02,4.6675,4.445900189,2.02,0.919229192,1.856842968,41.76528688,3.6195,5.5707,3.7771,8/3/2018,9/28/2018,WS01,
C0022,R,5.06,4.7075,4.484001101,2.97,0.92915748,2.759597716,61.54319888,3.6314,6.3981,3.8274,8/3/2018,9/28/2018,WS01,
C0023,R,4.94,4.5875,4.369698365,2.5,0.935003661,2.337509152,53.49360428,3.5467,6.0053,3.7065,8/3/2018,9/28/2018,WS01,
C0024,R,5.01,4.6575,4.436374961,2.1,0.915424593,1.922391645,43.33248795,3.5616,5.6012,3.7341,8/3/2018,9/28/2018,WS01,
C0025,R,4.98,4.6275,4.407799277,2.48,0.946599538,2.347566854,53.25938652,3.6628,6.086,3.7922,8/3/2018,9/28/2018,WS27,
C0026,R,5.02,4.6675,4.445900189,3.69,0.934005109,3.446478853,77.52038297,3.6002,7.1232,3.8327,8/3/2018,9/28/2018,WS27,
C0027,R,4.98,4.6275,4.407799277,3.26,0.946609304,3.085946331,70.0110449,3.6436,6.8745,3.8161,8/3/2018,9/28/2018,WS27,
C0028,R,5.06,4.7075,4.484001101,3.84,0.933918512,3.586247085,79.97872891,3.6504,7.4669,3.9026,8/3/2018,9/28/2018,WS27,
C0029,R,4.95,4.5975,4.379223593,1.62,0.925438596,1.499210526,34.23461932,3.6187,5.2375,3.7394,8/3/2018,9/28/2018,WS18,
C0030,R,4.97,4.6175,4.398274049,2.42,0.920334819,2.227210261,50.63827848,3.5204,5.9217,3.7117,8/3/2018,9/28/2018,WS18,
C0031,R,5.05,4.6975,4.474475873,2.95,0.922741625,2.722087795,60.83590285,3.6217,6.5353,3.8468,8/3/2018,9/28/2018,WS18,
C0032,R,4.94,4.5875,4.369698365,2,0.936368394,1.872736787,42.85734691,3.512,5.423,3.6336,8/3/2018,9/28/2018,WS18,
C0033,R,5.1,4.7475,4.522102014,2.21,0.919165939,2.031356726,44.92063028,3.6568,5.8341,3.8328,8/3/2018,9/28/2018,WS14,
C0034,R,5.05,4.6975,4.474475873,2.38,0.937292202,2.23075544,49.85512276,3.526,5.9021,3.675,8/3/2018,9/28/2018,WS14,
C0035,R,5,4.6475,4.426849733,3.01,0.925153747,2.78471278,62.90506675,3.6132,6.5726,3.8347,8/3/2018,9/28/2018,WS14,
C0036,R,5.1,4.7475,4.522102014,1.56,0.892379024,1.392111278,30.78460578,3.5658,5.0971,3.7306,8/3/2018,9/28/2018,WS14,
C0037,R,5,4.6475,4.426849733,2.93,0.931974909,2.730686485,61.68464369,3.5319,6.0986,3.7065,8/3/2018,9/28/2018,WS06,
C0038,R,5.03,4.6775,4.455425417,3.09,0.942400552,2.912017705,65.35891486,3.5372,6.1466,3.6875,8/3/2018,9/28/2018,WS06,
C0039,R,4.91,4.5575,4.341122681,2.21,0.916269328,2.024955216,46.64588782,3.6438,5.8879,3.8317,8/3/2018,9/28/2018,WS06,
C0040,R,4.95,4.5975,4.379223593,3.6,0.946424694,3.407128897,77.80212234,3.5218,6.7453,3.6945,8/3/2018,9/28/2018,WS06,
C0041,R,5.05,4.6975,4.474475873,3.26,0.942647059,3.073029412,68.67909223,3.5374,6.1214,3.6856,8/3/2018,9/28/2018,WS13,
C0042,R,5.05,4.6975,4.474475873,3.02,0.935787584,2.826078504,63.15998978,3.5449,6.4976,3.7345,8/3/2018,9/28/2018,WS13,
C0043,R,4.91,4.5575,4.341122681,2.55,0.940165253,2.397421394,55.22583835,3.5996,5.4029,3.7075,8/3/2018,9/28/2018,WS13,
C0044,R,5.06,4.7075,4.484001101,3.95,0.945356253,3.734157198,83.27734792,3.5465,6.6356,3.7153,8/3/2018,9/28/2018,WS13,
C0045,R,4.98,4.6275,4.407799277,1.32,0.939219302,1.239769479,28.12672268,3.5607,4.8621,3.6398,8/3/2018,9/28/2018,WS08,
C0046,R,4.99,4.6375,4.417324505,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS08,
C0047,R,5.04,4.6875,4.464950645,1.7,0.933895087,1.587621647,35.55742881,3.5539,5.2391,3.6653,8/3/2018,9/28/2018,WS08,
C0048,R,4.9,4.5475,4.331597453,1.28,0.931381154,1.192167877,27.5225916,3.5204,4.7737,3.6064,8/3/2018,9/28/2018,WS08,
C0049,A,4.93,4.5775,4.360173137,1.18,0.865928976,1.021796191,23.43476186,3.5238,4.6896,3.6801,8/3/2018,9/28/2018,WS13,
C0050,A,5.09,4.7375,4.512576785,0.79,0.765446414,0.604702667,13.40038509,3.5532,4.1569,3.6948,8/3/2018,9/28/2018,WS13,
C0051,A,5.09,4.7375,4.512576785,1.46,0.813418056,1.187590361,26.31734412,3.5521,4.7639,3.7782,8/3/2018,9/28/2018,WS13,
C0052,A,5.02,4.6675,4.445900189,1.06,0.769113731,0.815260555,18.33735623,3.6668,4.7184,3.9096,8/3/2018,9/28/2018,WS13,
C0053,A,4.94,4.5875,4.369698365,0.77,0.838412189,0.645577386,14.77395765,3.6572,4.4054,3.7781,8/3/2018,9/28/2018,WS18,
C0054,A,4.9,4.5475,4.331597453,0.87,0.768117661,0.668262365,15.42761931,3.533,4.3761,3.7285,8/3/2018,9/28/2018,WS18,
C0055,A,5.07,4.7175,4.493526329,1.11,0.847222222,0.940416667,20.9282554,3.527,4.607,3.692,8/3/2018,9/28/2018,WS18,
C0056,A,4.96,4.6075,4.388748821,1.59,0.857665615,1.363688328,31.07237128,3.5421,5.1271,3.7677,8/3/2018,9/28/2018,WS18,
C0057,A,4.99,4.6375,4.417324505,1.05,0.822185061,0.863294314,19.54337548,3.5202,4.4172,3.6797,8/3/2018,9/28/2018,WS27,
C0058,A,5.09,4.7375,4.512576785,1.03,0.898207973,0.925154212,20.50168354,3.6499,4.4702,3.7334,8/3/2018,9/28/2018,WS27,
C0059,A,4.9,4.5475,4.331597453,0.88,0.883888889,0.777822222,17.95693692,3.5189,4.2389,3.6025,8/3/2018,9/28/2018,WS27,
C0060,A,4.94,4.5875,4.369698365,1.4,0.916793893,1.28351145,29.37299885,3.6091,4.5261,3.6854,8/3/2018,9/28/2018,WS27,
C0061,A,4.99,4.6375,4.417324505,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS36,
C0062,A,5.07,4.7175,4.493526329,0.3,0.872516556,0.261754967,5.825157075,3.622,3.924,3.6605,8/3/2018,9/28/2018,WS36,
C0063,A,5.01,4.6575,4.436374961,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS36,
C0064,A,4.91,4.5575,4.341122681,0.16,0.991254394,0.158600703,3.653448998,3.6329,4.7992,3.6431,8/3/2018,9/28/2018,WS36,
C0065,A,4.96,4.6075,4.388748821,1.42,0.895267087,1.271279264,28.96678109,3.6206,5.0003,3.7651,8/3/2018,9/28/2018,WS31,
C0066,A,4.97,4.6175,4.398274049,1,0.844431173,0.844431173,19.19914867,3.6386,4.6433,3.7949,8/3/2018,9/28/2018,WS31,
C0067,A,4.95,4.5975,4.379223593,1.22,0.800115065,0.97614038,22.29026125,3.512,4.7287,3.7552,8/3/2018,9/28/2018,WS31,
C0068,A,4.94,4.5875,4.369698365,1.96,0.91352565,1.790510274,40.97560344,3.5223,4.9921,3.6494,8/3/2018,9/28/2018,WS31,
C0069,A,4.92,4.5675,4.350647909,0.13,0.875486381,0.11381323,2.616006442,3.6664,3.8206,3.6856,8/3/2018,9/28/2018,WS07,
C0070,A,4.92,4.5675,4.350647909,0.46,0.907351677,0.417381771,9.59355434,3.5239,3.9891,3.567,8/3/2018,9/28/2018,WS07,
C0071,A,5.03,4.6775,4.455425417,0.64,0.866803279,0.554754098,12.45120379,3.5546,4.189,3.6391,8/3/2018,9/28/2018,WS07,
C0072,A,5,4.6475,4.426849733,0.91,0.828817064,0.754223528,17.03747752,3.5446,4.4635,3.7019,8/3/2018,9/28/2018,WS07,
C0073,A,4.97,4.6175,4.398274049,1.45,0.895914127,1.299075485,29.53602869,3.655,5.099,3.8053,8/3/2018,9/28/2018,WS32,
C0074,A,5,4.6475,4.426849733,0.93,0.827411726,0.769492905,17.382404,3.5435,4.4526,3.7004,8/3/2018,9/28/2018,WS32,
C0075,A,5.07,4.7175,4.493526329,1.74,0.880897049,1.532760865,34.11042358,3.6351,5.3563,3.8401,8/3/2018,9/28/2018,WS32,
C0076,A,5.03,4.6775,4.455425417,1.4,0.853338119,1.194673367,26.81390114,3.6077,5.0007,3.812,8/3/2018,9/28/2018,WS32,
C0077,A,4.92,4.5675,4.350647909,0.19,0.844717182,0.160496265,3.689019844,3.6515,3.8389,3.6806,8/3/2018,9/28/2018,WS02,
C0078,A,4.96,4.6075,4.388748821,0.62,0.763312615,0.473253822,10.78334261,3.6001,4.1954,3.741,8/3/2018,9/28/2018,WS02,
C0079,A,4.92,4.5675,4.350647909,1.01,0.479924468,0.484723713,11.14141441,3.6637,4.6699,4.187,8/3/2018,9/28/2018,WS02,
C0080,A,5.08,4.7275,4.503051557,0.57,NA,NA,NA,3.5207,4.1062,NA,8/3/2018,9/28/2018,WS02,
C0081,A,5.09,4.7375,4.512576785,0.13,0.774091627,0.100631912,2.230032115,3.527,3.6536,3.5556,8/3/2018,9/28/2018,WS08,
C0082,A,5.08,4.7275,4.503051557,0.27,0.771483622,0.208300578,4.625764893,3.6715,3.931,3.7308,8/3/2018,9/28/2018,WS08,
C0083,A,4.96,4.6075,4.388748821,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS08,
C0084,A,5.02,4.6675,4.445900189,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS08,
C0085,A,5.09,4.7375,4.512576785,1.3,0.859373573,1.117185645,24.75715535,3.5264,4.6215,3.6804,8/3/2018,9/28/2018,WS06,
C0086,A,5.01,4.6575,4.436374961,1.08,0.826862657,0.89301167,20.12931002,3.6541,4.5453,3.8084,8/3/2018,9/28/2018,WS06,
C0087,A,5,4.6475,4.426849733,0.36,0.820018089,0.295206512,6.668546025,3.5471,3.8788,3.6068,8/3/2018,9/28/2018,WS06,
C0088,A,5.07,4.7175,4.493526329,0.49,0.76499663,0.374848349,8.341963999,3.5386,3.9837,3.6432,8/3/2018,9/28/2018,WS06,
C0089,A,4.93,4.5775,4.360173137,0.53,0.755525915,0.400428735,9.183780602,3.6616,4.1864,3.7899,8/3/2018,9/28/2018,WS14,
C0090,A,5.05,4.6975,4.474475873,0.3,0.857616993,0.257285098,5.750061129,3.5105,3.8118,3.5534,8/3/2018,9/28/2018,WS14,
C0091,A,4.93,4.5775,4.360173137,0.55,0.781721221,0.429946672,9.860770618,3.6126,4.1564,3.7313,8/3/2018,9/28/2018,WS14,
C0092,A,5.04,4.6875,4.464950645,0.86,0.605531016,0.520756674,11.66321232,3.648,4.1687,3.8534,8/3/2018,9/28/2018,WS14,
C0093,A,4.99,4.6375,4.417324505,0.13,0.801553672,0.104201977,2.358938703,3.6341,3.7757,3.6622,8/3/2018,9/28/2018,WS01,
C0094,A,5.05,4.6975,4.474475873,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS01,
C0095,A,5.1,4.7475,4.522102014,0.43,0.82284041,0.353821376,7.824267901,3.6606,4.0704,3.7332,8/3/2018,9/28/2018,WS01,
C0096,A,4.9,4.5475,4.331597453,NA,NA,NA,NA,NA,NA,NA,8/3/2018,9/28/2018,WS01,
C0097,R,5.08,5.02375,4.801125255,NA,NA,NA,NA,NA,NA,NA,8/31/2018,11/2/2018,CWCR,START YEAR 2
C0098,R,4.93,4.87375,4.657772423,0.9,0.941417692,0.847275923,18.19058223,3.6301,4.3129,3.6701,8/31/2018,11/2/2018,CWCR,HOLE
C0099,R,4.92,4.86375,4.648215567,NA,NA,NA,NA,NA,NA,NA,8/31/2018,11/2/2018,CWCR,HOLE
C0100,R,4.99,4.93375,4.715113556,0.6,0.934226344,0.560535806,11.88806589,3.6182,4.2005,3.6565,8/31/2018,11/2/2018,CWCR,HOLE
C0101,R,5.1,5.04375,4.820238965,3.16,0.921857052,2.913068283,60.43410512,3.6262,6.7602,3.8711,8/31/2018,11/2/2018,WS09,
C0102,R,4.94,4.88375,4.667329278,3,0.935855099,2.807565296,60.15357238,3.518,6.5159,3.7103,8/31/2018,11/2/2018,WS09,
C0103,R,5.09,5.03375,4.81068211,2.74,0.929238148,2.546112525,52.92622683,3.6296,6.3401,3.8214,8/31/2018,11/2/2018,WS09,
C0104,R,4.94,4.88375,4.667329278,2.77,0.858581468,2.378270666,50.95570773,3.5272,6.2878,3.9176,8/31/2018,11/2/2018,WS09,
C0105,R,4.95,4.89375,4.676886134,3.08,0.927854863,2.857792978,61.10460883,3.664,6.7342,3.8855,8/31/2018,11/2/2018,HNCR,
C0106,R,5.02,4.96375,4.743784122,3.43,0.926471456,3.177797095,66.98865323,3.6025,6.9903,3.8516,8/31/2018,11/2/2018,HNCR,
C0107,R,5.09,5.03375,4.81068211,3.04,0.92539994,2.813215818,58.47852246,3.5453,6.552,3.7696,8/31/2018,11/2/2018,HNCR,
C0108,R,4.96,4.90375,4.686442989,3.03,0.925367222,2.803862684,59.82922848,3.6241,6.6536,3.8502,8/31/2018,11/2/2018,HNCR,
C0109,R,4.98,4.92375,4.7055567,3.27,0.93124711,3.045178048,64.71451185,3.5283,6.7718,3.7513,8/31/2018,11/2/2018,WS55,
C0110,R,4.9,4.84375,4.629101857,3.33,0.935739463,3.116012412,67.31354178,3.5273,6.8466,3.7406,8/31/2018,11/2/2018,WS55,
C0111,R,4.95,4.89375,4.676886134,3.15,0.942526189,2.968957496,63.48150053,3.5334,6.6931,3.715,8/31/2018,11/2/2018,WS55,
C0112,R,4.97,4.91375,4.695999845,3.27,0.934199604,3.054832705,65.05180593,3.613,6.7452,3.8191,8/31/2018,11/2/2018,WS55,
C0113,R,5.09,5.03375,4.81068211,3.91,0.933563979,3.650235158,75.87770455,3.5189,7.5077,3.7839,8/31/2018,11/2/2018,TOWR,
C0114,R,4.91,4.85375,4.638658712,3.6,0.9402259,3.384813241,72.96965462,3.641,7.2178,3.8548,8/31/2018,11/2/2018,TOWR,
C0115,R,5,4.94375,4.724670411,3.72,0.926049786,3.444905202,72.91313262,3.6593,7.3672,3.9335,8/31/2018,11/2/2018,TOWR,
C0116,R,4.9,4.84375,4.629101857,3.39,0.930319651,3.153783616,68.12949281,3.5126,6.9038,3.7489,8/31/2018,11/2/2018,TOWR,
C0117,R,5.04,4.98375,4.762897833,2.35,0.912316355,2.143943435,45.01342482,3.6363,5.9982,3.8434,8/31/2018,11/2/2018,WS17,
C0118,R,4.92,4.86375,4.648215567,2.17,0.876353039,1.901686095,40.91217516,3.5342,5.696,3.8015,8/31/2018,11/2/2018,WS17,
C0119,R,4.9,4.84375,4.629101857,2.65,0.930209372,2.465054835,53.25125504,3.5457,6.1535,3.7277,8/31/2018,11/2/2018,WS17,
C0120,R,4.93,4.87375,4.657772423,2.18,0.930027759,2.027460515,43.52854392,3.649,5.7384,3.7952,8/31/2018,11/2/2018,WS17,
C0121,R,5.08,5.02375,4.801125255,2.93,NA,NA,NA,3.66,6.5796,NA,8/31/2018,11/2/2018,WS37,
C0122,R,5.09,5.03375,4.81068211,3.14,0.938928617,2.948235857,61.28519387,3.5292,6.6616,3.7205,8/31/2018,11/2/2018,WS37,
C0123,R,4.92,4.86375,4.648215567,3.12,0.93161039,2.906624418,62.53204861,3.5456,6.5753,3.7528,8/31/2018,11/2/2018,WS37,
C0124,R,4.95,4.89375,4.676886134,2.88,0.898193129,2.586796212,55.31022431,3.5553,6.4166,3.8466,8/31/2018,11/2/2018,WS37,
C0125,R,5.01,4.95375,4.734227266,NA,NA,NA,NA,NA,NA,NA,8/31/2018,11/2/2018,WS34,
C0126,R,5.05,4.99375,4.772454688,3.1,0.918705222,2.847986187,59.67549979,3.6111,6.7097,3.863,8/31/2018,11/2/2018,WS34,
C0127,R,5.04,4.98375,4.762897833,3.7,0.929627439,3.439621526,72.21699156,3.6432,7.1943,3.8931,8/31/2018,11/2/2018,WS34,
C0128,R,5,4.94375,4.724670411,3.3,0.891039294,2.940429669,62.23565696,3.5332,6.7729,3.8862,8/31/2018,11/2/2018,WS34,
C0129,R,5.02,4.96375,4.743784122,3.5,0.942894782,3.300131737,69.56749406,3.6468,7.1386,3.8462,8/31/2018,11/2/2018,LCCR,
C0130,R,4.93,4.87375,4.657772423,3.34,0.93669297,3.128554519,67.16847101,3.5125,6.8581,3.7243,8/31/2018,11/2/2018,LCCR,
C0131,R,5.01,4.95375,4.734227266,3.63,0.938609139,3.407151176,71.96847519,3.6697,7.2761,3.8911,8/31/2018,11/2/2018,LCCR,
C0132,R,4.97,4.91375,4.695999845,3.69,0.938015408,3.461276855,73.70692014,3.6616,7.348,3.8901,8/31/2018,11/2/2018,LCCR,
C0133,R,5.05,4.99375,4.772454688,2.33,0.930077453,2.167080465,45.40808884,3.5309,5.8549,3.6934,8/31/2018,11/2/2018,USHF,
C0134,R,5.07,5.01375,4.791568399,1.32,0.939352999,1.239945958,25.87766374,3.6126,4.9449,3.6934,8/31/2018,11/2/2018,USHF,
C0135,R,4.97,4.91375,4.695999845,2.94,0.928007384,2.728341709,58.0992717,3.6305,6.5558,3.8411,8/31/2018,11/2/2018,USHF,
C0136,R,4.97,4.91375,4.695999845,2.52,0.940323922,2.369616283,50.46031434,3.6507,6.176,3.8014,8/31/2018,11/2/2018,USHF,
C0145,A,5.03,4.6775,4.455425417,0.07,0.30740038,0.021518027,0.482962334,3.5715,3.6242,3.608,8/31/2018,11/2/2018,WS17,
C0146,A,4.98,4.6275,4.407799277,0.0176,0.886363636,0.0156,0.353918112,3.6297,3.6473,3.6317,8/31/2018,11/2/2018,WS17,
C0147,A,5.09,4.7375,4.512576785,0.43,0.869867947,0.374043217,8.288905321,3.6131,4.0296,3.6673,8/31/2018,11/2/2018,WS17,
C0148,A,4.94,4.5875,4.369698365,0.024,0.808333333,0.0194,0.443966571,3.6431,3.6671,3.6477,8/31/2018,11/2/2018,WS17,
C0149,A,5.01,4.6575,4.436374961,0.65,0.731688271,0.475597376,10.72040529,3.6481,4.2884,3.8199,8/31/2018,11/2/2018,HNCR,
C0150,A,5.07,4.7175,4.493526329,0.94,0.876264509,0.823688638,18.33056218,3.5269,4.466,3.6431,8/31/2018,11/2/2018,HNCR,
C0151,A,4.94,4.5875,4.369698365,2.01,0.860295586,1.729194128,39.57239113,3.5487,5.5515,3.8285,8/31/2018,11/2/2018,HNCR,
C0152,A,5.08,4.7275,4.503051557,0.85,0.875118708,0.743850902,16.51881824,3.5418,4.3842,3.647,8/31/2018,11/2/2018,HNCR,
C0153,A,4.95,4.5975,4.379223593,0.98,0.797831928,0.78187529,17.85419888,3.538,4.6173,3.7562,8/31/2018,11/2/2018,WS55,
C0154,A,5.08,4.7275,4.503051557,1.33,0.833538841,1.108606658,24.61900878,3.5503,4.8479,3.7663,8/31/2018,11/2/2018,WS55,
C0155,A,5.1,4.7475,4.522102014,1.15,0.69153103,0.795260684,17.58608456,3.6582,4.8071,4.0126,8/31/2018,11/2/2018,WS55,
C0156,A,4.95,4.5975,4.379223593,0.56,0.813180925,0.455381318,10.39867704,3.5269,4.0868,3.6315,8/31/2018,11/2/2018,WS55,
C0157,A,4.9,4.5475,4.331597453,0.53,0.890364188,0.47189302,10.894203,3.5284,4.0556,3.5862,8/31/2018,11/2/2018,USHF,
C0158,A,4.93,4.5775,4.360173137,1.23,0.900115473,1.107142032,25.39215755,3.5536,4.766,3.6747,8/31/2018,11/2/2018,USHF,
C0159,A,5,4.6475,4.426849733,1.28,0.89788129,1.149288051,25.96175882,3.5395,4.8233,3.6706,8/31/2018,11/2/2018,USHF,
C0160,A,4.98,4.6275,4.407799277,1.8,3.025752995,5.446355391,123.5617833,3.6184,5.4046,,8/31/2018,11/2/2018,USHF,
C0161,A,5.03,4.6775,4.455425417,0.96,0.761420221,0.730963412,16.40614181,3.644,4.5678,3.8644,8/31/2018,11/2/2018,WS34,
C0162,A,4.92,4.5675,4.350647909,0.55,0.827941699,0.455367935,10.46666943,3.632,4.1946,3.7288,8/31/2018,11/2/2018,WS34,
C0163,A,5.09,4.7375,4.512576785,0.39,0.683893902,0.266718622,5.910561404,3.6117,3.9774,3.7273,8/31/2018,11/2/2018,WS34,
C0164,A,4.95,4.5975,4.379223593,1.78,0.793760635,1.412893931,32.2635714,3.5191,5.2821,3.8827,8/31/2018,11/2/2018,WS34,
C0165,A,5.02,4.6675,4.445900189,1.17,0.882071849,1.032024063,23.2129382,3.5503,4.7222,3.6885,8/31/2018,11/2/2018,LCCR,
