Litterbag datasheet - coarse - serial incubations - ALL RAW DATA,,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting dry - HL,Starting AFDM,Final dry mass (g),prop sample AFDM,Final AFDM,%AFDM rem,Tin mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes
,,,,,,,,,,,,,,,
C0001,R,5.07,5.01375,4.791568399,3.83,NA,NA,NA,1.7586,5.5656,NA,9/21/2017,11/15/2017,WS36,
C0002,R,4.92,4.86375,4.648215567,3.83,0.940691024,3.602846622,77.51031702,1.7732,5.6023,2.0003,9/21/2017,11/15/2017,WS36,
C0003,R,4.98,4.92375,4.7055567,4.05,0.939895441,3.806576538,80.89534948,2.1279,5.131,2.3084,9/21/2017,11/15/2017,WS36,
C0004,R,4.91,4.85375,4.638658712,3.86,0.934257697,3.606234711,77.74304891,2.0755,5.8691,2.3249,9/21/2017,11/15/2017,WS36,
C0005,R,5.04,4.98375,4.762897833,4.31,0.945605517,4.075559778,85.56891037,1.9789,6.2422,2.2108,9/21/2017,11/15/2017,WS31,
C0006,R,4.92,4.86375,4.648215567,4.21,0.947881925,3.990582906,85.85193282,1.7749,5.7927,1.9843,9/21/2017,11/15/2017,WS31,
C0007,R,4.99,4.93375,4.715113556,4.38,0.940938074,4.121308765,87.40635228,3.6298,7.331,3.8484,9/21/2017,11/15/2017,WS31,
C0008,R,4.95,4.89375,4.676886134,4.35,0.945505445,4.112948684,87.94203166,2.1033,6.3184,2.333,9/21/2017,11/15/2017,WS31,
C0009,R,5.05,4.99375,4.772454688,4.23,0.945623658,3.999988075,83.81406083,1.758,5.951,1.986,9/21/2017,11/15/2017,WS32,
C0010,R,5.05,4.99375,4.772454688,4.4,0.950988636,4.184349999,87.67710271,2.0006,6.1629,2.2046,9/21/2017,11/15/2017,WS32,
C0011,R,5.08,5.02375,4.801125255,3.82,0.945181738,3.61059424,75.20308363,1.7688,5.9809,1.9997,9/21/2017,11/15/2017,WS32,
C0012,R,5.01,4.95375,4.734227266,4.55,0.946540051,4.306757232,90.97064821,3.6627,8.2119,3.9059,9/21/2017,11/15/2017,WS32,
C0013,R,4.93,4.87375,4.657772423,4,0.937200874,3.748803497,80.48490043,1.7871,5.4018,2.0141,9/21/2017,11/15/2017,WS07,
C0014,R,5,4.94375,4.724670411,2.99,0.932426467,2.787955135,59.00845757,1.7816,5.4058,2.0265,9/21/2017,11/15/2017,WS07,
C0015,R,4.98,4.92375,4.7055567,3.78,NA,NA,NA,2.0981,NA,NA,9/21/2017,11/15/2017,WS07,
C0016,R,5.02,4.96375,4.743784122,4.02,0.931223896,3.743520061,78.91421626,1.9582,5.9087,2.2299,9/21/2017,11/15/2017,WS07,
C0017,R,4.96,4.90375,4.686442989,3.24,0.943584818,3.057214812,65.23529292,1.9964,4.8077,2.155,9/21/2017,11/15/2017,WS02,
C0018,R,5,4.94375,4.724670411,3.63,NA,NA,NA,2.0595,5.4082,NA,9/21/2017,11/15/2017,WS02,
C0019,R,5,4.94375,4.724670411,4.39,0.94397455,4.144048274,87.71084359,1.7338,5.6945,1.9557,9/21/2017,11/15/2017,WS02,
C0020,R,4.95,4.89375,4.676886134,4.15,0.945021922,3.921840977,83.85581486,2.0283,6.0881,2.2515,9/21/2017,11/15/2017,WS02,
C0021,R,5.02,4.96375,4.743784122,3.95,0.93046174,3.675323873,77.47662581,3.6082,7.5758,3.8841,9/21/2017,11/15/2017,WS01,
C0022,R,4.99,4.93375,4.715113556,3.7,0.923379735,3.416505021,72.45859469,2.0873,5.5929,2.3559,9/21/2017,11/15/2017,WS01,
C0023,R,4.94,4.88375,4.667329278,3.68,0.927045857,3.411528753,73.09380911,2.0964,5.5986,2.3519,9/21/2017,11/15/2017,WS01,
C0024,R,5.02,4.96375,4.743784122,3.65,0.93780849,3.423000987,72.15760455,2.1301,5.2704,2.3254,9/21/2017,11/15/2017,WS01,
C0025,R,5.03,4.97375,4.753340977,3.74,0.948775729,3.548421226,74.65109789,2.0306,5.6695,2.217,9/21/2017,11/15/2017,WS08,
C0026,R,5.09,5.03375,4.81068211,4.22,0.938457711,3.960291542,82.32286923,3.6494,7.6694,3.8968,9/21/2017,11/15/2017,WS08,
C0027,R,5.03,4.97375,4.753340977,3.9,0.937461475,3.656099753,76.91642091,1.7497,5.6433,1.9932,9/21/2017,11/15/2017,WS08,
C0028,R,5.02,4.96375,4.743784122,4.1,0.947553501,3.884969356,81.89599814,2.0921,5.078,2.2487,9/21/2017,11/15/2017,WS08,
C0029,R,4.92,4.86375,4.648215567,3.59,0.944961045,3.392410153,72.98306423,1.7542,5.3353,1.9513,9/21/2017,11/15/2017,WS13,
C0030,R,4.99,4.93375,4.715113556,4.36,0.907478393,3.956605795,83.91326632,3.6715,7.8716,4.0601,9/21/2017,11/15/2017,WS13,
C0031,R,4.99,4.93375,4.715113556,4.54,0.946942603,4.299119417,91.17743118,3.6419,8.2275,3.8852,9/21/2017,11/15/2017,WS13,
C0032,R,4.95,4.89375,4.676886134,4.69,0.92182825,4.323374492,92.44130322,1.7372,6.2158,2.0873,9/21/2017,11/15/2017,WS13,
C0033,R,5.03,4.97375,4.753340977,3.98,0.94412021,3.757598437,79.05173339,1.9985,5.7852,2.2101,9/21/2017,11/15/2017,WS27,
C0034,R,5,4.94375,4.724670411,3.78,0.950277976,3.592050748,76.02754131,3.6114,7.1189,3.7858,9/21/2017,11/15/2017,WS27,
C0035,R,5.07,5.01375,4.791568399,4.24,0.942268696,3.995219271,83.38019911,1.7693,5.8624,2.0056,9/21/2017,11/15/2017,WS27,
C0036,R,5,4.94375,4.724670411,4.04,0.941830864,3.804996691,80.53464813,1.7496,5.6778,1.9781,9/21/2017,11/15/2017,WS27,
C0037,R,5.01,4.95375,4.734227266,3.89,0.936570313,3.643258519,76.95571661,1.7589,5.5505,1.9994,9/21/2017,11/15/2017,WS18,
C0038,R,5.1,5.04375,4.820238965,3.93,0.936429811,3.680169158,76.34827203,3.6544,7.5147,3.8998,9/21/2017,11/15/2017,WS18,
C0039,R,5.03,4.97375,4.753340977,3.49,0.924518804,3.226570625,67.88005826,2.0971,5.4741,2.352,9/21/2017,11/15/2017,WS18,
C0040,R,5.01,4.95375,4.734227266,3.72,0.940169506,3.497430561,73.87542601,2.048,5.6231,2.2619,9/21/2017,11/15/2017,WS18,
C0041,A,5.05,4.6975,4.474475873,2.22,0.846838382,1.879981207,42.01567425,1.7389,3.5481,2.016,9/21/2017,11/15/2017,WS06,
C0042,A,4.94,4.5875,4.369698365,2.64,0.881245315,2.326487631,53.24137815,2.0932,4.3609,2.3625,9/21/2017,11/15/2017,WS13,
C0043,A,4.92,4.5675,4.350647909,2.51,0.899045328,2.256603774,51.86822333,3.5986,4.9289,3.7329,9/21/2017,11/15/2017,WS13,
C0044,A,5.02,4.6675,4.445900189,3.91,0.874551738,3.419497294,76.91349667,3.6218,5.1555,3.8142,9/21/2017,11/15/2017,WS13,
C0045,A,5.07,4.7175,4.493526329,2.98,0.835356333,2.489361874,55.39884917,3.6086,5.5941,3.9355,9/21/2017,11/15/2017,WS13,
C0046,A,4.92,4.5675,4.350647909,2.35,0.837043757,1.96705283,45.21287108,3.661,5.0939,3.8945,9/21/2017,11/15/2017,WS08,
C0047,A,5.02,4.6675,4.445900189,2.74,0.885111465,2.425205414,54.54925461,3.6059,4.8619,3.7502,9/21/2017,11/15/2017,WS08,
C0048,A,5,4.6475,4.426849733,1.68,0.872910284,1.466489278,33.12715286,3.6108,4.7533,3.756,9/21/2017,11/15/2017,WS08,
C0049,A,4.97,4.6175,4.398274049,0.05,0.846504559,0.042325228,0.962314478,1.7381,1.8039,1.7482,9/21/2017,11/15/2017,WS08,hole in bag
C0050,A,5.01,4.6575,4.436374961,0.17,0.831403763,0.14133864,3.185903827,3.65,3.7882,3.6733,9/21/2017,11/15/2017,WS01,
C0051,A,4.94,4.5875,4.369698365,1.47,0.650146963,0.955716035,21.87144181,3.6222,4.847,4.0507,9/21/2017,11/15/2017,WS01,
C0052,A,5.08,4.7275,4.503051557,0.39,0.844159544,0.329222222,7.311091557,2.0763,2.4273,2.131,9/21/2017,11/15/2017,WS01,
C0053,A,5.1,4.7475,4.522102014,0.87,0.840390879,0.731140065,16.16814621,2.0166,2.692,2.1244,9/21/2017,11/15/2017,WS01,
C0054,A,4.94,4.5875,4.369698365,2.71,0.803047532,2.176258813,49.80341047,1.76,3.5188,2.1064,9/21/2017,11/15/2017,WS02,
C0055,A,5.07,4.7175,4.493526329,2.41,0.777410403,1.873559072,41.69462766,2.0232,3.7169,2.4002,9/21/2017,11/15/2017,WS02,
C0056,A,5.09,4.7375,4.512576785,1.42,0.868144989,1.232765885,27.31844672,1.7484,2.9209,1.903,9/21/2017,11/15/2017,WS02,
C0057,A,5.06,4.7075,4.484001101,1.92,0.850653907,1.633255502,36.42406559,1.753,3.3205,1.9871,9/21/2017,11/15/2017,WS02,
C0058,A,5.04,4.6875,4.464950645,1.87,0.835608805,1.562588465,34.99676903,1.9395,3.3751,2.1755,9/21/2017,11/15/2017,WS18,
C0059,A,5.05,4.6975,4.474475873,1.89,0.858015377,1.621649062,36.24221268,2.0599,3.4516,2.2575,9/21/2017,11/15/2017,WS18,
C0060,A,4.99,4.6375,4.417324505,1.93,0.898214821,1.733554605,39.24444771,3.6393,4.9725,3.775,9/21/2017,11/15/2017,WS18,
C0061,A,4.9,4.5475,4.331597453,2.11,0.857062211,1.808401265,41.74906104,2.0132,3.7846,2.2664,9/21/2017,11/15/2017,WS18,
C0062,A,4.94,4.5875,4.369698365,2.5,0.871328005,2.178320013,49.85058077,2.1305,4.0198,2.3736,9/21/2017,11/15/2017,WS07,
C0063,A,5.09,4.7375,4.512576785,2.36,0.805099911,1.900035789,42.10533979,1.7491,3.0903,2.0105,9/21/2017,11/15/2017,WS07,
C0064,A,5.07,4.7175,4.493526329,2.42,0.858468677,2.0774942,46.23304833,2.1082,3.7891,2.3461,9/21/2017,11/15/2017,WS07,
C0065,A,5.07,4.7175,4.493526329,2.39,0.788787484,1.885202086,41.95373406,1.773,3.0769,2.0484,9/21/2017,11/15/2017,WS07,
C0066,A,5.05,4.6975,4.474475873,2.9,0.907255616,2.631041287,58.80110569,2.0272,4.0036,2.2105,9/21/2017,11/15/2017,WS32,
C0067,A,4.95,4.5975,4.379223593,2.89,0.901458269,2.605214397,59.49032611,2.019,3.6305,2.1778,9/21/2017,11/15/2017,WS32,
C0068,A,4.93,4.5775,4.360173137,3.26,0.89614794,2.921442283,67.00289625,3.6555,5.2183,3.8178,9/21/2017,11/15/2017,WS32,
C0069,A,4.92,4.5675,4.350647909,2.51,0.868381241,2.179636914,50.09913373,2.065,3.0565,2.1955,9/21/2017,11/15/2017,WS32,
C0070,A,4.93,4.5775,4.360173137,2.11,0.810671762,1.710517419,39.23049304,3.6289,4.9895,3.8865,9/21/2017,11/15/2017,WS36,
C0071,A,4.99,4.6375,4.417324505,2.27,0.864854691,1.963220148,44.44364785,1.7373,3.0655,1.9168,9/21/2017,11/15/2017,WS36,
C0072,A,4.96,4.6075,4.388748821,2,0.912273173,1.824546346,41.57326885,2.0256,3.6568,2.1687,9/21/2017,11/15/2017,WS36,
C0073,A,5.08,4.7275,4.503051557,2.47,0.884758878,2.185354429,48.53052204,3.6255,5.0729,3.7923,9/21/2017,11/15/2017,WS36,
C0074,A,5.08,4.7275,4.503051557,1.89,0.860580419,1.626496992,36.11988385,2.0524,3.5651,2.2633,9/21/2017,11/15/2017,WS06,
C0075,A,5.1,4.7475,4.522102014,2.53,0.817375659,2.067960416,45.73007,2.0572,3.6134,2.3414,9/21/2017,11/15/2017,WS06,
C0076,A,4.93,4.5775,4.360173137,2.53,0.878090317,2.221568501,50.95138269,2.0219,3.7248,2.2295,9/21/2017,11/15/2017,WS06,
C0077,A,5.01,4.6575,4.436374961,2.16,0.882256426,1.905673881,42.95565405,1.7616,3.0415,1.9123,9/21/2017,11/15/2017,WS27,
C0078,A,4.93,4.5775,4.360173137,2.35,0.907545432,2.132731765,48.91392377,1.7553,2.9494,1.8657,9/21/2017,11/15/2017,WS27,
C0079,A,4.97,4.6175,4.398274049,2.23,0.902166089,2.011830378,45.74136025,3.6279,5.156,3.7774,9/21/2017,11/15/2017,WS27,
C0080,A,5.06,4.7075,4.484001101,2.24,0.860281007,1.927029456,42.97566866,2.0842,3.4863,2.2801,9/21/2017,11/15/2017,WS27,
C0081,R,5.08,5.02375,4.801125255,4.05,0.948341169,3.840781733,79.99753243,2.0687,5.7912,2.261,9/21/2017,11/15/2017,WS14,
C0082,R,5.07,5.01375,4.791568399,3.85,0.923493796,3.555451114,74.20224064,1.7529,4.4285,1.9576,9/21/2017,11/15/2017,WS14,
C0083,R,5.03,4.97375,4.753340977,4.06,0.943298969,3.829793814,80.57056779,2.0751,5.8969,2.2918,9/21/2017,11/15/2017,WS14,
C0084,R,5.09,5.03375,4.81068211,4.2,0.945584435,3.971454628,82.55491711,3.6396,7.587,3.8544,9/21/2017,11/15/2017,WS14,
C0085,R,5.1,5.04375,4.820238965,3.9,0.949409109,3.702695525,76.81560088,3.6188,7.3843,3.8093,9/21/2017,11/15/2017,WS06,
C0086,R,5.07,5.01375,4.791568399,4.26,0.941620272,4.011302357,83.71585299,3.6405,7.4843,3.8649,9/21/2017,11/15/2017,WS06,
C0087,R,4.97,4.91375,4.695999845,3.73,NA,NA,NA,2.161,5.7971,NA,9/21/2017,11/15/2017,WS06,
C0088,R,4.95,4.89375,4.676886134,3.65,0.945641803,3.45159258,73.8010822,2.0815,5.6449,2.2752,9/21/2017,11/15/2017,WS06,
C0089,A,4.96,4.6075,4.388748821,2.17,0.881833498,1.913578691,43.60191865,3.6154,5.3367,3.8188,9/21/2017,11/15/2017,WS14,
C0090,A,4.97,4.6175,4.398274049,2.68,0.897981014,2.406589116,54.71667043,2.129,3.6248,2.2816,9/21/2017,11/15/2017,WS31,
C0091,A,4.97,4.6175,4.398274049,3.03,0.897665406,2.719926179,61.84076182,1.7897,2.8734,1.9006,9/21/2017,11/15/2017,WS31,
C0092,A,5.09,4.7375,4.512576785,2.69,0.8740778,2.351269282,52.10480384,1.7289,2.9217,1.8791,9/21/2017,11/15/2017,WS31,
C0093,A,4.99,4.6375,4.417324505,2.35,NA,NA,NA,2.0849,3.7175,NA,9/21/2017,11/15/2017,WS31,
C0094,A,4.95,4.5975,4.379223593,2.56,0.837095303,2.142963976,48.93479245,3.6047,5.3591,3.8905,9/21/2017,11/15/2017,WS14,
C0095,A,5.03,4.6775,4.455425417,2.48,0.881117153,2.185170539,49.04516032,3.6258,5.2442,3.8182,9/21/2017,11/15/2017,WS14,
C0096,A,5.08,4.7275,4.503051557,2.8,0.840958084,2.354682635,52.29082112,2.0482,3.3007,2.2474,9/21/2017,11/15/2017,WS14,
C0097,R,5.22,5.16375,4.934921231,4.11,0.958329009,3.938732226,79.8134771,1.7539,5.6079,1.9145,10/19/2017,12/18/2017,WS27,
C0098,R,5.3,5.24375,5.011376074,4.36,0.941332527,4.104209816,81.89786109,3.6336,7.9307,3.8857,10/19/2017,12/18/2017,WS27,
C0099,R,5.08,5.02375,4.801125255,4.35,0.955480759,4.156341303,86.57014934,3.6327,6.5146,3.761,10/19/2017,12/18/2017,WS27,
C0100,R,5,4.94375,4.724670411,4.22,0.94406821,3.983967844,84.32266164,3.5087,7.6137,3.7383,10/19/2017,12/18/2017,WS27,
C0101,R,5.15,5.09375,4.868023243,4.62,0.945199593,4.366822119,89.70421671,3.6621,8.0836,3.9044,10/19/2017,12/18/2017,WS31,
C0102,R,5.15,5.09375,4.868023243,4.36,0.947331147,4.130363799,84.84683809,3.6026,6.2854,3.7439,10/19/2017,12/18/2017,WS31,
C0103,R,4.97,4.91375,4.695999845,4.38,0.946198641,4.144350049,88.25277227,3.6463,6.7373,3.8126,10/19/2017,12/18/2017,WS31,
C0104,R,5.06,5.00375,4.782011544,4.18,-1.72510165,-7.210924896,-150.792712,7.7371,5.5974,1.9062,10/19/2017,12/18/2017,WS31,
C0105,R,4.91,4.85375,4.638658712,3.95,0.956649522,3.778765614,81.4624625,1.76,5.4347,1.9193,10/19/2017,12/18/2017,WS36,
C0106,R,5.09,5.03375,4.81068211,4.09,0.954142393,3.902442388,81.12035464,2.0341,5.9135,2.212,10/19/2017,12/18/2017,WS36,
C0107,R,4.94,4.88375,4.667329278,4.33,0.94866915,4.107737419,88.01044824,1.7604,5.4385,1.9492,10/19/2017,12/18/2017,WS36,
C0108,R,4.98,4.92375,4.7055567,4.02,0.942584785,3.789190834,80.52587771,3.5925,6.32,3.7491,10/19/2017,12/18/2017,WS36,
C0109,R,5,4.94375,4.724670411,4.51,0.948588876,4.278135831,90.54887344,3.6451,7.2805,3.832,10/19/2017,12/18/2017,WS32,
C0110,R,4.96,4.90375,4.686442989,4.17,0.953820154,3.977430042,84.87097894,3.6751,6.2195,3.7926,10/19/2017,12/18/2017,WS32,
C0111,R,5.05,4.99375,4.772454688,4.22,0.95009066,4.009382584,84.0109094,3.5526,7.8544,3.7673,10/19/2017,12/18/2017,WS32,
C0112,R,4.95,4.89375,4.676886134,4.31,0.948074018,4.086199018,87.37007704,3.648,6.8256,3.813,10/19/2017,12/18/2017,WS32,
C0113,R,4.96,4.90375,4.686442989,4.14,0.940225147,3.892532107,83.05941449,3.5213,7.3055,3.7475,10/19/2017,12/11/2017,WS18,
C0114,R,4.92,4.86375,4.648215567,4.08,0.944070668,3.851808325,82.86638753,1.7553,5.8873,1.9864,10/19/2017,12/11/2017,WS18,
C0115,R,4.92,4.86375,4.648215567,4.24,0.949559256,4.026131244,86.61670668,1.7555,5.8395,1.9615,10/19/2017,12/11/2017,WS18,
C0116,R,5.13,5.07375,4.848909532,4.47,0.952585997,4.258059407,87.8147835,1.787,5.8976,1.9819,10/19/2017,12/11/2017,WS18,
C0117,R,5.07,5.01375,4.791568399,3.86,0.951051853,3.671060154,76.61500052,3.5304,7.3855,3.7191,10/19/2017,12/11/2017,WS01,
C0118,R,4.98,4.92375,4.7055567,3.86,0.94612922,3.652058789,77.61162009,3.511,6.947,3.6961,10/19/2017,12/11/2017,WS01,
C0119,R,5.12,5.06375,4.839352676,3.56,0.951844377,3.388565983,70.02105879,3.5204,7.088,3.6922,10/19/2017,12/11/2017,WS01,
C0120,R,4.98,4.92375,4.7055567,3.34,0.937450258,3.131083861,66.54013672,3.512,6.9045,3.7242,10/19/2017,12/11/2017,WS01,
C0121,R,5.03,4.97375,4.753340977,4.39,0.946058964,4.153198851,87.37430936,3.6628,7.9434,3.8937,10/19/2017,12/11/2017,WS02,
C0122,R,5.02,4.96375,4.743784122,4.74,0.949900963,4.502530565,94.9143226,3.632,6.5602,3.7787,10/19/2017,12/11/2017,WS02,
C0123,R,5.01,4.95375,4.734227266,4.54,0.928352725,4.214721372,89.02659578,1.7685,6.1776,2.0844,10/19/2017,12/11/2017,WS02,
C0124,R,4.92,4.86375,4.648215567,3.75,0.948017133,3.55506425,76.48234465,2.1365,5.5684,2.3149,10/19/2017,12/11/2017,WS02,
C0125,R,4.98,4.92375,4.7055567,4.08,0.944724363,3.8544754,81.91327075,3.6516,7.7004,3.8754,10/19/2017,12/11/2017,WS07,
C0126,R,4.97,4.91375,4.695999845,4.16,0.947477574,3.941506709,83.93328023,3.5339,7.536,3.7441,10/19/2017,12/11/2017,WS07,
C0127,R,5.04,4.98375,4.762897833,4.32,0.947043888,4.091229597,85.89790798,2.0318,6.1673,2.2508,10/19/2017,12/11/2017,WS07,
C0128,R,4.96,4.90375,4.686442989,3.71,0.939952831,3.487225005,74.41091277,3.6348,7.4085,3.8614,10/19/2017,12/11/2017,WS07,
C0129,R,5.06,5.00375,4.782011544,4.28,0.95348341,4.080908994,85.33875246,1.7594,5.5086,1.9338,10/19/2017,12/11/2017,WS14,
C0130,R,5.05,4.99375,4.772454688,4.44,0.946725318,4.203460411,88.07753421,3.6794,6.5438,3.832,10/19/2017,12/11/2017,WS14,
C0131,R,5.03,4.97375,4.753340977,NA,NA,NA,NA,NA,NA,NA,10/19/2017,12/11/2017,WS14,
C0132,R,4.95,4.89375,4.676886134,4.07,0.953053977,3.878929688,82.93829648,3.5176,7.7416,3.7159,10/19/2017,12/11/2017,WS14,
C0133,R,5.12,5.06375,4.839352676,3.57,0.951580646,3.397142907,70.19829168,3.6351,6.4852,3.7731,10/19/2017,12/11/2017,WS08,
C0134,R,5.02,4.96375,4.743784122,4.25,0.94788296,4.028502582,84.92170972,1.7504,4.6554,1.9018,10/19/2017,12/11/2017,WS08,
C0135,R,5.1,5.04375,4.820238965,4.28,0.955714286,4.090457143,84.86004889,2.0023,5.8523,2.1728,10/19/2017,12/11/2017,WS08,
C0136,R,5.12,5.06375,4.839352676,4.23,0.955832176,4.043170106,83.5477465,3.6319,7.8816,3.8196,10/19/2017,12/11/2017,WS08,
C0137,R,5.02,4.96375,4.743784122,4.27,0.952509498,4.067215557,85.73778765,3.5013,7.5021,3.6913,10/19/2017,12/11/2017,WS13,
C0138,R,4.89,4.83375,4.619545001,3.99,0.948985703,3.786452957,81.96592859,2.0293,5.8694,2.2252,10/19/2017,12/11/2017,WS13,
C0139,R,4.99,4.93375,4.715113556,4.28,0.946703109,4.051889306,85.93407685,3.5256,7.6234,3.744,10/19/2017,12/11/2017,WS13,
C0140,R,4.91,4.85375,4.638658712,3.86,0.947495835,3.657333923,78.84464347,3.54,7.3816,3.7417,10/19/2017,12/11/2017,WS13,
C0141,R,5.08,5.02375,4.801125255,4.14,0.938034948,3.883464683,80.88655216,3.5165,7.1734,3.7431,10/19/2017,12/11/2017,WS06,
C0142,R,4.97,4.91375,4.695999845,4.13,0.950791532,3.926769025,83.61944539,3.5108,7.1809,3.6914,10/19/2017,12/11/2017,WS06,
C0143,R,5.03,4.97375,4.753340977,4.22,0.945060614,3.988155791,83.90216081,3.5356,7.4126,3.7486,10/19/2017,12/11/2017,WS06,
C0144,R,5.05,4.99375,4.772454688,3.95,0.950689967,3.755225372,78.6854065,2.1012,5.855,2.2863,10/19/2017,12/11/2017,WS06,
C0145,A,4.99,4.6375,4.417324505,3.38,0.8740137,2.954166305,66.87682334,3.5238,5.8304,3.8144,10/19/2017,12/11/2017,WS02,
C0146,A,5.04,4.6875,4.464950645,2.42,0.817508083,1.97836956,44.30887857,3.5233,5.5338,3.8902,10/19/2017,12/11/2017,WS02,
C0147,A,4.94,4.5875,4.369698365,2.18,0.899935598,1.961859604,44.89691141,1.7442,2.9864,1.8685,10/19/2017,12/11/2017,WS02,
C0148,A,5.08,4.7275,4.503051557,3.67,0.801784811,2.942550255,65.3456932,3.5412,5.7151,3.9721,10/19/2017,12/11/2017,WS02,
C0149,A,4.99,4.6375,4.417324505,1.83,0.837557038,1.532729379,34.69813859,3.6546,5.0791,3.886,10/19/2017,12/11/2017,WS01,
C0150,A,4.92,4.5675,4.350647909,2,0.89929417,1.79858834,41.34070092,3.517,5.3163,3.6982,10/19/2017,12/11/2017,WS01,
C0151,A,5,4.6475,4.426849733,2.35,0.873625654,2.053020288,46.37655244,3.6023,5.1303,3.7954,10/19/2017,12/11/2017,WS01,
C0152,A,4.93,4.5775,4.360173137,1.52,0.810689684,1.232248319,28.26145386,3.6312,4.8361,3.8593,10/19/2017,12/11/2017,WS01,
C0153,A,5.04,4.6875,4.464950645,2.4,0.89685814,2.152459537,48.20791332,3.5223,5.4129,3.7173,10/19/2017,12/11/2017,WS14,
C0154,A,5.07,4.7175,4.493526329,2.94,0.891083426,2.619785273,58.30132241,3.6464,6.6083,3.969,10/19/2017,12/11/2017,WS14,
C0155,A,5.09,4.7375,4.512576785,2.54,0.887169568,2.253410703,49.93622956,3.6464,5.5076,3.8564,10/19/2017,12/11/2017,WS14,
C0156,A,5.01,4.6575,4.436374961,2.79,0.883087824,2.463815029,55.53667241,3.5208,5.1297,3.7089,10/19/2017,12/11/2017,WS14,
C0157,A,5.03,4.6775,4.455425417,2.54,0.917878132,2.331410455,52.32744882,3.5349,5.4747,3.6942,10/19/2017,12/11/2017,WS18,
C0158,A,5.08,4.7275,4.503051557,2.34,0.913484751,2.137554318,47.4690172,3.5194,5.5491,3.695,10/19/2017,12/11/2017,WS18,
C0159,A,4.99,4.6375,4.417324505,2.48,0.90418452,2.24237761,50.76325289,2.0257,3.1226,2.1308,10/19/2017,12/11/2017,WS18,
C0160,A,4.97,4.6175,4.398274049,2.73,0.89272955,2.437151673,55.41154656,3.5404,5.6957,3.7716,10/19/2017,12/11/2017,WS18,
C0161,A,4.97,4.6175,4.398274049,3.17,0.908839233,2.881020368,65.50343011,3.6405,5.6633,3.8249,10/19/2017,12/11/2017,WS06,
C0162,A,5,4.6475,4.426849733,2.74,0.891068272,2.441527065,55.15269801,3.5152,5.891,3.774,10/19/2017,12/11/2017,WS06,
C0163,A,5.06,4.7075,4.484001101,2.86,0.864606441,2.472774421,55.146606,2.0368,3.3441,2.2138,10/19/2017,12/11/2017,WS06,
C0164,A,5.08,4.7275,4.503051557,2.45,0.883417244,2.164372247,48.06456731,1.7618,3.033,1.91,10/19/2017,12/11/2017,WS06,
C0165,A,5.01,4.6575,4.436374961,2.54,0.904622742,2.297741764,51.79322722,1.7914,3.297,1.935,10/19/2017,12/11/2017,WS13,
C0166,A,5.09,4.7375,4.512576785,2.73,0.910887312,2.486722362,55.10648307,2.1152,3.4259,2.232,10/19/2017,12/11/2017,WS13,
C0167,A,5.06,4.7075,4.484001101,2.8,0.88794166,2.486236647,55.44683401,2.1667,3.1403,2.2758,10/19/2017,12/11/2017,WS13,
C0168,A,5.05,4.6975,4.474475873,2.88,0.900652418,2.593878965,57.97056546,3.5043,5.7268,3.7251,10/19/2017,12/11/2017,WS13,
C0169,A,4.98,4.6275,4.407799277,3.4,0.916488586,3.116061192,70.69426251,3.6546,6.6027,3.9008,10/19/2017,12/11/2017,WS08,
C0170,A,5,4.6475,4.426849733,1.98,0.911961915,1.805684592,40.78938072,3.6217,5.1131,3.753,10/19/2017,12/11/2017,WS08,
C0171,A,5.03,4.6775,4.455425417,2.51,0.908816331,2.28112899,51.19890418,3.5571,5.4774,3.7322,10/19/2017,12/11/2017,WS08,
C0172,A,4.97,4.6175,4.398274049,1.76,0.891276524,1.568646682,35.66505099,3.5027,4.9872,3.6641,10/19/2017,12/11/2017,WS08,
C0173,A,5.01,4.6575,4.436374961,2.89,0.909680329,2.628976152,59.25955706,3.5234,5.2971,3.6836,10/19/2017,12/18/2017,WS31,
C0174,A,5.11,4.7575,4.531627242,3.01,0.908063964,2.733272532,60.31547579,3.5635,5.6084,3.7515,10/19/2017,12/18/2017,WS31,
C0175,A,5.03,4.6775,4.455425417,2.95,0.905842588,2.672235635,59.9771152,2.1364,3.1719,2.2339,10/19/2017,12/18/2017,WS31,
C0176,A,4.9,4.5475,4.331597453,2.71,0.906916613,2.457744021,56.73989902,3.6564,5.2034,3.8004,10/19/2017,12/18/2017,WS31,
C0177,A,5.02,4.6675,4.445900189,1.56,0.840367627,1.310973499,29.48724539,3.5552,4.6759,3.7341,10/19/2017,12/11/2017,WS07,
C0178,A,4.96,4.6075,4.388748821,2.15,0.889645539,1.912737908,43.58276097,1.9642,3.1096,2.0906,10/19/2017,12/11/2017,WS07,
C0179,A,4.93,4.5775,4.360173137,2.76,0.892531964,2.463388222,56.49748632,3.6469,5.7117,3.8688,10/19/2017,12/11/2017,WS07,
C0180,A,5.08,4.7275,4.503051557,2.6,0.906855978,2.357825544,52.36061621,3.511,5.0323,3.6527,10/19/2017,12/11/2017,WS07,
C0181,A,5.05,4.6975,4.474475873,3.12,0.913213531,2.849226216,63.67731766,1.7727,2.7187,1.8548,10/19/2017,12/18/2017,WS32,
