Litterbag datasheet - fine - serial incubations -ALL RAW DATA,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting AFDM,Final dry mass (g),Final AFDM,%AFDM rem,Tin Mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes,
F0343,A,1.56,1.485935575,0.7967,0.6274,42.22255733,3.5997,4.3964,3.769,7/5/2018,8/31/2018,WS01,,
F0344,A,1.52,1.447834663,0.5379,0.4382,30.2658868,3.5285,4.0664,3.6282,7/5/2018,8/31/2018,WS01,,
F0345,A,1.59,1.514511259,0.575,0.4657,30.74919366,3.5222,4.0972,3.6315,7/5/2018,8/31/2018,WS07,,
F0346,A,1.56,1.485935575,0.5823,0.5211,35.06881515,3.5576,4.1399,3.6188,7/5/2018,8/31/2018,WS07,,
F0347,A,1.57,1.495460803,0.4025,0.3395,22.70203267,3.6658,4.0683,3.7288,7/5/2018,8/31/2018,WS07,,
F0348,A,1.47,1.400208522,0.6013,0.5021,35.85894472,3.5328,4.1341,3.632,7/5/2018,8/31/2018,WS07,,
F0349,A,1.42,1.352582382,0.6494,0.5758,42.57041993,3.5484,4.1978,3.622,7/5/2018,8/31/2018,WS18,,
F0350,A,1.48,1.40973375,0.62,0.4974,35.28325826,3.5309,4.1509,3.6535,7/5/2018,8/31/2018,WS18,,
F0351,A,1.55,1.476410347,0.7645,0.6133,41.53994188,3.6868,4.4513,3.838,7/5/2018,8/31/2018,WS18,,
F0352,A,1.47,1.400208522,0.7546,0.5993,42.80076792,3.6274,4.382,3.7827,7/5/2018,8/31/2018,WS18,,
F0353,A,1.45,1.381158066,0.7,0.5803,42.01546616,3.6521,4.3521,3.7718,7/5/2018,8/31/2018,WS14,,
F0354,A,1.49,1.419258978,0.5294,0.4596,32.38309618,3.5577,4.0871,3.6275,7/5/2018,8/31/2018,WS14,,
F0355,A,1.53,1.457359891,0.5187,0.4095,28.09875602,3.6547,4.1734,3.7639,7/5/2018,8/31/2018,WS14,,
F0356,A,1.55,1.476410347,0.5293,0.3709,25.12174212,3.6589,4.1882,3.8173,7/5/2018,8/31/2018,WS14,,
F0357,A,1.54,1.466885119,0.7589,0.6513,44.40020501,3.646,4.4049,3.7536,7/5/2018,8/31/2018,WS13,,
F0358,A,1.44,1.371632838,0.5867,0.4835,35.24995804,3.6746,4.2613,3.7778,7/5/2018,8/31/2018,WS13,,
F0359,A,1.49,1.419258978,0.7527,0.6635,46.74974829,3.6597,4.4124,3.7489,7/5/2018,8/31/2018,WS13,,
F0360,A,1.55,1.476410347,0.712,0.6196,41.96665252,3.6193,4.3313,3.7117,7/5/2018,8/31/2018,WS13,,
F0361,A,1.56,1.485935575,0.6898,0.562,37.8212898,3.5179,4.2077,3.6457,7/5/2018,8/31/2018,WS02,,
F0362,A,1.43,1.36210761,0.5718,0.4991,36.64174521,3.5193,4.0911,3.592,7/5/2018,8/31/2018,WS02,,
F0363,A,1.49,1.419258978,0.6673,0.5731,40.3802272,3.5196,4.1869,3.6138,7/5/2018,8/31/2018,WS02,,
F0364,A,1.45,1.381158066,0.6483,0.4957,35.8901716,3.5507,4.199,3.7033,7/5/2018,8/31/2018,WS02,,
F0365,A,1.53,1.457359891,0.8576,0.6626,45.46577714,3.6156,4.4732,3.8106,7/5/2018,8/31/2018,WS32,,
F0366,A,1.54,1.466885119,0.8687,0.6858,46.75212744,3.548,4.4167,3.7309,7/5/2018,8/31/2018,WS32,,
F0367,A,1.51,1.438309435,0.8067,0.7137,49.62075496,3.6616,4.4683,3.7546,7/5/2018,8/31/2018,WS32,,
F0368,A,1.45,1.381158066,0.6599,0.5794,41.95030346,3.5224,4.1823,3.6029,7/5/2018,8/31/2018,WS32,,
F0369,A,1.44,1.371632838,0.6008,0.5335,38.89524843,3.6148,4.2156,3.6821,7/5/2018,8/31/2018,WS27,,
F0370,A,1.54,1.466885119,0.6793,0.5895,40.18719615,3.5566,4.2359,3.6464,7/5/2018,8/31/2018,WS27,,
F0371,A,1.52,1.447834663,0.6705,0.6134,42.36671602,3.6479,4.3184,3.705,7/5/2018,8/31/2018,WS27,,
F0372,A,1.55,1.476410347,0.6492,0.571,38.67488475,3.5454,4.1946,3.6236,7/5/2018,8/31/2018,WS27,,
F0373,A,1.47,1.400208522,0.603,0.4902,35.0090713,3.6349,4.2379,3.7477,7/5/2018,8/31/2018,WS06,,
F0374,A,1.45,1.381158066,0.6545,0.5554,40.21263124,3.5258,4.1803,3.6249,7/5/2018,8/31/2018,WS06,,
F0375,A,1.52,1.447834663,0.8642,0.6087,42.04209332,3.5571,4.4213,3.8126,7/5/2018,8/31/2018,WS06,,
F0376,A,1.4,1.333531926,0.6511,0.5771,43.27605427,3.5274,4.1785,3.6014,7/5/2018,8/31/2018,WS06,,
F0377,A,1.51,1.438309435,0.649,0.5952,41.38191586,3.5252,4.1742,3.579,7/5/2018,8/31/2018,WS31,,
F0378,A,1.48,1.40973375,0.7382,0.6456,45.79588166,3.6656,4.4038,3.7582,7/5/2018,8/31/2018,WS31,,
F0379,A,1.42,1.352582382,0.6347,0.564,41.69801466,3.6202,4.2549,3.6909,7/5/2018,8/31/2018,WS31,,
F0380,A,1.42,1.352582382,0.6644,0.5936,43.8864211,3.5185,4.1829,3.5893,7/5/2018,8/31/2018,WS31,,
F0381,A,1.46,1.390683294,0.554,0.4627,33.27141427,3.5338,4.0878,3.6251,7/5/2018,8/31/2018,WS08,,
F0382,A,1.59,1.514511259,0.4877,0.4078,26.92617817,3.5289,4.0166,3.6088,7/5/2018,8/31/2018,WS08,,
F0383,A,1.41,1.343057154,0.3176,0.2559,19.05354506,3.6705,3.9881,3.7322,7/5/2018,8/31/2018,WS08,,
F0384,A,1.43,1.36210761,0.4347,0.3647,26.77468339,3.654,4.0887,3.724,7/5/2018,8/31/2018,WS08,,
F0001,R,1.56,1.49086945,1.0589,0.965,64.72733077,3.5201,4.579,3.614,8/3/2018,9/28/2018,WS36,Oct coll occ. in Sept.,
F0002,R,1.43,1.366630329,0.9719,0.9154,66.98226878,3.5491,4.521,3.6056,8/3/2018,9/28/2018,WS36,,
F0003,R,1.52,1.452642028,1.0525,0.9864,67.90385939,3.5451,4.5976,3.6112,8/3/2018,9/28/2018,WS36,,
F0004,R,1.53,1.462198883,1.1057,1.0413,71.21466252,3.6609,4.7666,3.7253,8/3/2018,9/28/2018,WS36,,
F0005,R,1.48,1.414414606,1.083,1.0194,72.07221954,3.5719,4.6549,3.6355,8/3/2018,9/28/2018,WS07,,
F0006,R,1.56,1.49086945,1.07,1.0014,67.16885911,3.6304,4.7004,3.699,8/3/2018,9/28/2018,WS07,,
F0007,R,1.44,1.376187184,0.8421,0.7966,57.88456753,3.6581,4.5002,3.7036,8/3/2018,9/28/2018,WS07,,
F0008,R,1.6,1.529096871,1.259,1.1568,75.65249931,3.6118,4.8708,3.714,8/3/2018,9/28/2018,WS07,,
F0009,R,1.45,1.38574404,1.0844,1.0206,73.64996499,3.5454,4.6298,3.6092,8/3/2018,9/28/2018,WS02,,
F0010,R,1.49,1.423971461,1.1053,1.0377,72.87365148,3.643,4.7483,3.7106,8/3/2018,9/28/2018,WS02,,
F0011,R,1.42,1.357073473,0.9457,0.8848,65.19912278,3.5378,4.4835,3.5987,8/3/2018,9/28/2018,WS02,,
F0012,R,1.48,1.414414606,1.0521,0.9854,69.66839821,3.6289,4.681,3.6956,8/3/2018,9/28/2018,WS02,,
F0013,R,1.48,1.414414606,1.1257,1.0543,74.53967143,3.5505,4.6762,3.6219,8/3/2018,9/28/2018,WS32,,
F0014,R,1.6,1.529096871,1.2401,1.1579,75.7244372,3.5338,4.7739,3.616,8/3/2018,9/28/2018,WS32,,
F0015,R,1.48,1.414414606,1.1672,1.103,77.98279199,3.5176,4.6848,3.5818,8/3/2018,9/28/2018,WS32,,
F0016,R,1.53,1.462198883,1.171,1.1084,75.80364154,3.6745,4.8455,3.7371,8/3/2018,9/28/2018,WS32,,
F0017,R,1.43,1.366630329,1.0839,1.0227,74.83369705,3.5334,4.6173,3.5946,8/3/2018,9/28/2018,WS31,,
F0018,R,1.46,1.395300895,1.0994,1.0515,75.36008926,3.5329,4.6323,3.5808,8/3/2018,9/28/2018,WS31,,
F0019,R,1.45,1.38574404,1.1547,1.1007,79.43025324,3.5287,4.6834,3.5827,8/3/2018,9/28/2018,WS31,,
F0020,R,1.51,1.443085172,1.2056,1.1283,78.18665327,3.5258,4.7314,3.6031,8/3/2018,9/28/2018,WS31,,
F0021,R,1.4,1.337959762,0.9732,0.8973,67.06479711,3.5209,4.4941,3.5968,8/3/2018,9/28/2018,WS01,,
F0022,R,1.6,1.529096871,1.1293,1.0567,69.10615147,3.5376,4.6669,3.6102,8/3/2018,9/28/2018,WS01,,
F0023,R,1.47,1.404857751,0.9346,0.8756,62.32659497,3.5408,4.4754,3.5998,8/3/2018,9/28/2018,WS01,,
F0024,R,1.4,1.337959762,0.9111,0.856,63.97800771,3.5337,4.4448,3.5888,8/3/2018,9/28/2018,WS01,,
F0025,R,1.45,1.38574404,1.1071,1.0664,76.95504866,3.6153,4.7224,3.656,8/3/2018,9/28/2018,WS27,,
F0026,R,1.48,1.414414606,1.0795,1.0042,70.99757,3.6636,4.7431,3.7389,8/3/2018,9/28/2018,WS27,,
F0027,R,1.5,1.433528317,1.022,0.9785,68.25815636,3.5477,4.5697,3.5912,8/3/2018,9/28/2018,WS27,,
F0028,R,1.57,1.500426305,1.1973,1.1236,74.88538399,3.6434,4.8407,3.7171,8/3/2018,9/28/2018,WS27,,
F0029,R,1.58,1.50998316,1.0022,0.9254,61.28545167,3.532,4.5342,3.6088,8/3/2018,9/28/2018,WS18,,
F0030,R,1.58,1.50998316,1.0547,0.9905,65.59675803,3.5308,4.5855,3.595,8/3/2018,9/28/2018,WS18,,
F0031,R,1.57,1.500426305,1.0129,0.9521,63.45529913,3.5192,4.5321,3.58,8/3/2018,9/28/2018,WS18,,
F0032,R,1.57,1.500426305,1.0925,1.0142,67.59412286,3.6596,4.7521,3.7379,8/3/2018,9/28/2018,WS18,,
F0033,R,1.6,1.529096871,1.2126,1.1463,74.96581947,3.5046,4.7172,3.5709,8/3/2018,9/28/2018,WS14,,
F0034,R,1.55,1.481312594,1.1241,1.059,71.49064986,3.5523,4.6764,3.6174,8/3/2018,9/28/2018,WS14,,
F0035,R,1.4,1.337959762,1.0184,0.9615,71.86314768,3.6379,4.6563,3.6948,8/3/2018,9/28/2018,WS14,,
F0036,R,1.41,1.347516618,0.9323,0.8747,64.91200097,3.6065,4.5388,3.6641,8/3/2018,9/28/2018,WS14,,
F0037,R,1.47,1.404857751,0.9744,0.894,63.63633611,3.6486,4.623,3.729,8/3/2018,9/28/2018,WS06,,
F0038,R,1.41,1.347516618,1.0532,0.9968,73.97311371,3.5184,4.5716,3.5748,8/3/2018,9/28/2018,WS06,,
F0039,R,1.51,1.443085172,1.0221,0.9649,66.86369027,3.6256,4.6477,3.6828,8/3/2018,9/28/2018,WS06,,
F0040,R,1.42,1.357073473,1.0923,0.9795,72.17737427,3.5387,4.631,3.6515,8/3/2018,9/28/2018,WS06,,
F0041,R,1.57,1.500426305,1.2423,1.1615,77.41133278,3.5291,4.7714,3.6099,8/3/2018,9/28/2018,WS13,,
F0042,R,1.45,1.38574404,1.1844,1.1044,79.69725782,3.5277,4.7121,3.6077,8/3/2018,9/28/2018,WS13,,
F0043,R,1.41,1.347516618,1.0806,1.0201,75.7022204,3.6798,4.7604,3.7403,8/3/2018,9/28/2018,WS13,,
F0044,R,1.6,1.529096871,1.1949,1.1086,72.50031184,3.5188,4.7137,3.6051,8/3/2018,9/28/2018,WS13,,
F0045,R,1.5,1.433528317,1.1031,1.0348,72.18552908,3.5476,4.6507,3.6159,8/3/2018,9/28/2018,WS08,,
F0046,R,1.53,1.462198883,1.0059,0.9423,64.44403773,3.6416,4.6475,3.7052,8/3/2018,9/28/2018,WS08,,
F0047,R,1.48,1.414414606,0.9432,0.8863,62.66196604,3.5012,4.4444,3.5581,8/3/2018,9/28/2018,WS08,,
F0048,R,1.49,1.423971461,0.8852,0.8389,58.91269753,3.647,4.5322,3.6933,8/3/2018,9/28/2018,WS08,,
F0049,A,1.44,1.371632838,0.5743,0.5083,37.05802208,3.5342,4.1085,3.6002,8/3/2018,9/28/2018,WS13,,
F0050,A,1.45,1.381158066,0.5677,0.4813,34.84756827,3.6505,4.2182,3.7369,8/3/2018,9/28/2018,WS13,,
F0051,A,1.48,1.40973375,0.6689,0.5641,40.01464814,3.6662,4.3351,3.771,8/3/2018,9/28/2018,WS13,,
F0052,A,1.42,1.352582382,0.5386,0.4386,32.42686034,3.5288,4.0674,3.6288,8/3/2018,9/28/2018,WS13,,
F0053,A,1.48,1.40973375,0.4351,0.3931,27.88469808,3.673,4.1081,3.715,8/3/2018,9/28/2018,WS18,,
F0054,A,1.58,1.504986031,0.5581,0.4974,33.05014065,3.5314,4.0895,3.5921,8/3/2018,9/28/2018,WS18,,
F0055,A,1.53,1.457359891,0.5977,0.4689,32.17461953,3.6735,4.2712,3.8023,8/3/2018,9/28/2018,WS18,,
F0056,A,1.5,1.428784206,0.5108,0.4457,31.19435377,3.6701,4.1809,3.7352,8/3/2018,9/28/2018,WS18,,
F0057,A,1.42,1.352582382,0.7166,0.5591,41.33574468,3.5266,4.2432,3.6841,8/3/2018,9/28/2018,WS27,,
F0058,A,1.43,1.36210761,0.6157,0.5592,41.05402509,3.5338,4.1495,3.5903,8/3/2018,9/28/2018,WS27,,
F0059,A,1.51,1.438309435,0.5905,0.5365,37.30073565,3.5217,4.1122,3.5757,8/3/2018,9/28/2018,WS27,,
F0060,A,1.56,1.485935575,0.719,0.644,43.33969863,3.6577,4.3767,3.7327,8/3/2018,9/28/2018,WS27,,
F0061,A,1.44,1.371632838,0.6012,0.5174,37.72146493,3.5242,4.1254,3.608,8/3/2018,9/28/2018,WS36,,
F0062,A,1.52,1.447834663,0.6542,0.5591,38.61628779,3.6447,4.2989,3.7398,8/3/2018,9/28/2018,WS36,,
F0063,A,1.55,1.476410347,0.6969,0.6117,41.43157093,3.5281,4.225,3.6133,8/3/2018,9/28/2018,WS36,,
F0064,A,1.42,1.352582382,0.5374,0.4888,36.13827937,3.5553,4.0927,3.6039,8/3/2018,9/28/2018,WS36,,
F0065,A,1.49,1.419258978,0.801,0.7074,49.84291174,3.6348,4.4358,3.7284,8/3/2018,9/28/2018,WS31,,
F0066,A,1.46,1.390683294,0.6723,0.6071,43.65479923,3.6531,4.3254,3.7183,8/3/2018,9/28/2018,WS31,,
F0067,A,1.49,1.419258978,0.7956,0.7225,50.90684723,3.6544,4.45,3.7275,8/3/2018,9/28/2018,WS31,,
F0068,A,1.59,1.514511259,0.7531,0.6692,44.18587159,3.56,4.3131,3.6439,8/3/2018,9/28/2018,WS31,,
F0069,A,1.45,1.381158066,0.6482,0.5429,39.30759362,3.6534,4.3016,3.7587,8/3/2018,9/28/2018,WS07,,
F0070,A,1.51,1.438309435,0.5598,0.4901,34.07472608,3.6472,4.207,3.7169,8/3/2018,9/28/2018,WS07,,
F0071,A,1.6,1.524036487,0.6435,0.5546,36.39020488,3.6627,4.3062,3.7516,8/3/2018,9/28/2018,WS07,,
F0072,A,1.59,1.514511259,0.7009,0.5962,39.36583479,3.5434,4.2443,3.6481,8/3/2018,9/28/2018,WS07,,
F0073,A,1.51,1.438309435,0.7439,0.6701,46.58941838,3.5433,4.2872,3.6171,8/3/2018,9/28/2018,WS32,,
F0074,A,1.55,1.476410347,0.6978,0.6094,41.27578768,3.5543,4.2521,3.6427,8/3/2018,9/28/2018,WS32,,
F0075,A,1.45,1.381158066,0.7217,0.6343,45.92522865,3.5521,4.2738,3.6395,8/3/2018,9/28/2018,WS32,,
F0076,A,1.41,1.343057154,0.7276,0.6422,47.81628228,3.606,4.3336,3.6914,8/3/2018,9/28/2018,WS32,,
F0077,A,1.47,1.400208522,0.55,0.4552,32.50944361,3.6594,4.2094,3.7542,8/3/2018,9/28/2018,WS02,,
F0078,A,1.46,1.390683294,0.6635,0.4858,34.93246823,3.6476,4.3111,3.8253,8/3/2018,9/28/2018,WS02,,
F0079,A,1.44,1.371632838,0.6956,0.5501,40.10548484,3.6118,4.3074,3.7573,8/3/2018,9/28/2018,WS02,,
F0080,A,1.49,1.419258978,0.6152,0.4067,28.65579899,3.5542,4.1694,3.7627,8/3/2018,9/28/2018,WS02,,
F0081,A,1.58,1.504986031,0.4159,0.3611,23.99357819,3.5245,3.9404,3.5793,8/3/2018,9/28/2018,WS08,,
F0082,A,1.56,1.485935575,0.3238,0.2719,18.29823612,3.5382,3.862,3.5901,8/3/2018,9/28/2018,WS08,,
F0083,A,1.54,1.466885119,0.2008,0.1738,11.84823527,3.5354,3.7362,3.5624,8/3/2018,9/28/2018,WS08,,
F0084,A,1.55,1.476410347,0.1825,0.1578,10.68808549,3.6296,3.8121,3.6543,8/3/2018,9/28/2018,WS08,,
F0085,A,1.59,1.514511259,0.9702,0.9313,61.49178453,3.6323,4.6025,3.6712,8/3/2018,9/28/2018,WS06,,
F0086,A,1.45,1.381158066,0.6495,0.533,38.59080383,3.6338,4.2833,3.7503,8/3/2018,9/28/2018,WS06,,
F0087,A,1.46,1.390683294,0.4887,0.4281,30.78342868,3.5518,4.0405,3.6124,8/3/2018,9/28/2018,WS06,,
F0088,A,1.48,1.40973375,0.4853,0.4038,28.64370665,3.5442,4.0295,3.6257,8/3/2018,9/28/2018,WS06,,
F0089,A,1.51,1.438309435,0.7024,0.5867,40.79094428,3.5299,4.2323,3.6456,8/3/2018,9/28/2018,WS14,,
F0090,A,1.47,1.400208522,0.7343,0.6475,46.24311234,3.526,4.2603,3.6128,8/3/2018,9/28/2018,WS14,,
F0091,A,1.45,1.381158066,0.4743,0.3997,28.93948273,3.5341,4.0084,3.6087,8/3/2018,9/28/2018,WS14,,
F0092,A,1.51,1.438309435,0.6682,0.5587,38.84421437,3.6584,4.3266,3.7679,8/3/2018,9/28/2018,WS14,,
F0093,A,1.44,1.371632838,0.2579,0.1819,13.26156643,3.5265,3.7844,3.6025,8/3/2018,9/28/2018,WS01,,
F0094,A,1.43,1.36210761,0.4868,0.365,26.79670808,3.6457,4.1325,3.7675,8/3/2018,9/28/2018,WS01,,
F0095,A,1.44,1.371632838,0.9295,0.4247,30.96309655,3.533,4.4625,4.0378,8/3/2018,9/28/2018,WS01,,
F0096,A,1.52,1.447834663,0.5963,0.4977,34.37547207,3.6424,4.2387,3.741,8/3/2018,9/28/2018,WS01,,
F0097,R,1.49,1.423971461,,,,3.6181,4.4843,3.6807,8/31/2018,11/2/2018,CWCR,don't forget about fungi sample wts!,
F0098,R,1.52,1.452642028,,,,3.5338,4.4291,3.608,8/31/2018,11/2/2018,CWCR,,
F0099,R,1.57,1.500426305,,,,3.521,4.6372,3.603,8/31/2018,11/2/2018,CWCR,,
F0100,R,1.44,1.376187184,,,,3.5238,4.4181,3.5877,8/31/2018,11/2/2018,CWCR,,
F0101,R,1.48,1.414414606,,,,3.6613,4.7947,3.7393,8/31/2018,11/2/2018,WS09,,
F0102,R,1.45,1.38574404,,,,3.5735,4.4979,3.6332,8/31/2018,11/2/2018,WS09,,
F0103,R,1.51,1.443085172,,,,3.5242,4.4956,3.598,8/31/2018,11/2/2018,WS09,,
F0104,R,1.5,1.433528317,,,,3.5334,4.3736,3.5951,8/31/2018,11/2/2018,WS09,,
F0105,R,1.59,1.519540016,,,,3.6301,4.7274,3.6959,8/31/2018,11/2/2018,HNCR,,
F0106,R,1.45,1.38574404,,,,3.5233,4.5208,3.6026,8/31/2018,11/2/2018,HNCR,,
F0107,R,1.58,1.50998316,,,,3.5269,4.7027,3.6152,8/31/2018,11/2/2018,HNCR,,
F0108,R,1.59,1.519540016,,,,3.5401,4.6384,3.6135,8/31/2018,11/2/2018,HNCR,,
F0109,R,1.4,1.337959762,,,,3.6319,4.523,3.6914,8/31/2018,11/2/2018,WS55,,
F0110,R,1.54,1.471755739,,,,3.5263,4.7152,3.6237,8/31/2018,11/2/2018,WS55,,
F0111,R,1.55,1.481312594,,,,3.5307,4.5463,3.5884,8/31/2018,11/2/2018,WS55,,
F0112,R,1.43,1.366630329,,,,3.5304,4.5442,3.5888,8/31/2018,11/2/2018,WS55,,
F0113,R,1.43,1.366630329,,,,3.6475,4.6061,3.7026,8/31/2018,11/2/2018,TOWR,,
F0114,R,1.55,1.481312594,,,,3.6435,4.6399,3.7037,8/31/2018,11/2/2018,TOWR,,
F0115,R,1.55,1.481312594,,,,3.5422,4.6696,3.613,8/31/2018,11/2/2018,TOWR,,
F0116,R,1.49,1.423971461,,,,3.5265,4.7198,3.6044,8/31/2018,11/2/2018,TOWR,,
F0117,R,1.48,1.414414606,,,,3.518,4.6452,3.5957,8/31/2018,11/2/2018,WS17,,
F0118,R,1.45,1.38574404,,,,3.5451,4.4355,3.6034,8/31/2018,11/2/2018,WS17,,
F0119,R,1.51,1.443085172,,,,3.6313,4.638,3.7006,8/31/2018,11/2/2018,WS17,,
F0120,R,1.49,1.423971461,,,,3.5271,4.4561,3.5817,8/31/2018,11/2/2018,WS17,,
F0121,R,1.53,1.462198883,,,,3.5178,4.454,3.573,8/31/2018,11/2/2018,WS37,,
F0122,R,1.58,1.50998316,,,,3.5505,4.5839,3.6246,8/31/2018,11/2/2018,WS37,,
F0123,R,1.59,1.519540016,,,,3.6241,4.782,3.7051,8/31/2018,11/2/2018,WS37,,
F0124,R,1.53,1.462198883,,,,3.5337,4.4988,3.5952,8/31/2018,11/2/2018,WS37,,
F0125,R,1.44,1.376187184,,,,3.6192,4.584,3.6814,8/31/2018,11/2/2018,WS34,,
F0126,R,1.5,1.433528317,,,,3.5167,4.5173,3.5737,8/31/2018,11/2/2018,WS34,,
F0127,R,1.4,1.337959762,,,,3.6361,4.7614,3.7045,8/31/2018,11/2/2018,WS34,,
F0128,R,1.46,1.395300895,,,,3.5265,4.5735,3.5843,8/31/2018,11/2/2018,WS34,,
F0129,R,1.41,1.347516618,,,,3.5416,4.5028,3.6037,8/31/2018,11/2/2018,LCCR,,
F0130,R,1.53,1.462198883,,,,3.6317,4.8005,3.721,8/31/2018,11/2/2018,LCCR,,
F0131,R,1.48,1.414414606,,,,3.6404,4.7335,3.7145,8/31/2018,11/2/2018,LCCR,,
F0132,R,1.52,1.452642028,,,,3.5915,4.677,3.6579,8/31/2018,11/2/2018,LCCR,,
F0133,R,1.56,1.49086945,,,,3.6187,4.5293,3.67,8/31/2018,11/2/2018,USHF,,
F0134,R,1.6,1.529096871,,,,3.5374,4.5859,3.6147,8/31/2018,11/2/2018,USHF,,
F0135,R,1.56,1.49086945,,,,3.5398,4.7671,3.6532,8/31/2018,11/2/2018,USHF,,
F0136,R,1.4,1.337959762,,,,3.5392,4.4941,3.6055,8/31/2018,11/2/2018,USHF,,
F0145,A,1.5,1.428784206,,,,3.6187,4.2756,3.6956,8/31/2018,11/2/2018,WS17,,
F0146,A,1.4,1.333531926,,,,3.5305,4.1089,3.5933,8/31/2018,11/2/2018,WS17,,
F0147,A,1.59,1.514511259,,,,3.5276,4.2011,3.5964,8/31/2018,11/2/2018,WS17,,
F0148,A,1.4,1.333531926,,,,3.5424,4.1449,3.6396,8/31/2018,11/2/2018,WS17,,
F0149,A,1.55,1.476410347,,,,3.6169,4.295,3.72,8/31/2018,11/2/2018,HNCR,,
F0150,A,1.44,1.371632838,,,,3.6276,4.354,3.7221,8/31/2018,11/2/2018,HNCR,,
F0151,A,1.51,1.438309435,,,,3.6749,4.4074,3.7569,8/31/2018,11/2/2018,HNCR,,
F0152,A,1.41,1.343057154,,,,3.6629,4.4093,3.7393,8/31/2018,11/2/2018,HNCR,,
F0153,A,1.55,1.476410347,,,,3.6162,4.6022,3.8273,8/31/2018,11/2/2018,WS55,,
F0154,A,1.47,1.400208522,,,,3.6557,4.4907,3.7675,8/31/2018,11/2/2018,WS55,,
F0155,A,1.55,1.476410347,,,,3.6681,4.4226,3.7444,8/31/2018,11/2/2018,WS55,,
F0156,A,1.49,1.419258978,,,,3.6309,4.4307,3.7101,8/31/2018,11/2/2018,WS55,,
F0157,A,1.52,1.447834663,,,,3.6597,4.3414,3.745,8/31/2018,11/2/2018,USHF,,
F0158,A,1.53,1.457359891,,,,3.6641,4.4433,3.743,8/31/2018,11/2/2018,USHF,,
F0159,A,1.59,1.514511259,,,,3.6298,4.5677,3.7584,8/31/2018,11/2/2018,USHF,,
F0160,A,1.46,1.390683294,,,,3.6303,4.3392,3.7394,8/31/2018,11/2/2018,USHF,,
F0161,A,1.48,1.40973375,,,,3.5317,4.3174,3.6333,8/31/2018,11/2/2018,WS34,,
F0162,A,1.57,1.495460803,,,,3.6591,4.2951,3.7727,8/31/2018,11/2/2018,WS34,,
F0163,A,1.49,1.419258978,,,,3.539,4.3841,3.7176,8/31/2018,11/2/2018,WS34,,
F0164,A,1.51,1.438309435,,,,3.6506,4.4263,3.7312,8/31/2018,11/2/2018,WS34,,
F0165,A,1.58,1.504986031,,,,3.6216,4.4797,3.7114,8/31/2018,11/2/2018,LCCR,,
F0166,A,1.55,1.476410347,,,,3.5537,4.4223,3.6496,8/31/2018,11/2/2018,LCCR,,
F0167,A,1.48,1.40973375,,,,3.6448,4.625,3.7768,8/31/2018,11/2/2018,LCCR,,
F0168,A,1.42,1.352582382,,,,3.6024,4.2923,3.687,8/31/2018,11/2/2018,LCCR,,
F0169,A,1.6,1.524036487,,,,3.612,4.12,3.6717,8/31/2018,11/2/2018,WS37,,
F0170,A,1.43,1.36210761,,,,3.6171,4.1524,3.6734,8/31/2018,11/2/2018,WS37,,
F0171,A,1.45,1.381158066,,,,3.6114,4.1227,3.6819,8/31/2018,11/2/2018,WS37,,
F0172,A,1.41,1.343057154,,,,3.5125,4.0292,3.5745,8/31/2018,11/2/2018,WS37,,
F0173,A,1.41,1.343057154,,,,3.5333,4.1753,3.6039,8/31/2018,11/2/2018,CWCR,,
F0174,A,1.51,1.438309435,,,,3.5478,4.1064,3.6243,8/31/2018,11/2/2018,CWCR,,
F0175,A,1.6,1.524036487,,,,3.6019,4.2126,3.6878,8/31/2018,11/2/2018,CWCR,,
F0176,A,1.52,1.447834663,,,,3.6423,4.3348,3.755,8/31/2018,11/2/2018,CWCR,,
F0177,A,1.58,1.504986031,,,,NA,NA,NA,8/31/2018,11/2/2018,WS09,Accidentally coll. In Dec!,
F0178,A,1.47,1.400208522,,,,NA,NA,NA,8/31/2018,11/2/2018,WS09,Accidentally coll. In Dec!,
F0179,A,1.51,1.438309435,,,,NA,NA,NA,8/31/2018,11/2/2018,WS09,Accidentally coll. In Dec!,
F0180,A,1.55,1.476410347,,,,NA,NA,NA,8/31/2018,11/2/2018,WS09,Accidentally coll. In Dec!,
F0181,A,1.45,1.381158066,,,,3.5334,4.3464,3.6131,8/31/2018,11/2/2018,TOWR,,
F0182,A,1.55,1.476410347,,,,3.5318,4.4056,3.6279,8/31/2018,11/2/2018,TOWR,,
F0183,A,1.53,1.457359891,,,,3.5488,4.4455,3.7083,8/31/2018,11/2/2018,TOWR,,
F0184,A,1.43,1.36210761,,,,3.5218,4.2203,3.5907,8/31/2018,11/2/2018,TOWR,,
F0193,R,1.48,1.414414606,,,,3.6818,4.7914,3.7457,9/28/2018,12/5/2018,LCCR,,
F0194,R,1.41,1.347516618,,,,3.6525,4.8644,3.7292,9/28/2018,12/5/2018,LCCR,,
F0195,R,1.49,1.423971461,,,,3.5452,4.695,3.6438,9/28/2018,12/5/2018,LCCR,,
F0196,R,1.41,1.347516618,,,,3.622,4.6595,3.6869,9/28/2018,12/5/2018,LCCR,,
F0197,R,1.47,1.404857751,,,,3.5321,4.7975,3.6129,9/28/2018,12/5/2018,WS55,,
