Litterbag datasheet - fine - serial incubations -ALL RAW DATA,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting AFDM,Final dry mass (g),Final AFDM,%AFDM rem,Tin Mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes,
F0308,R,1.51,1.443085172,1.2196,1.1187,77.5214,3.5155,4.7351,3.6164,3/8/2018,5/9/2018,WS01,,
F0309,R,1.46,1.395300895,1.2049,1.1581,83.0000,3.5337,4.7386,3.5805,3/8/2018,5/9/2018,WS27,,
F0310,R,1.52,1.452642028,1.2355,1.1569,79.6411,3.5401,4.7756,3.6187,3/8/2018,5/9/2018,WS27,,
F0311,R,1.54,1.471755739,1.2949,1.2362,83.9949,3.6222,4.9171,3.6809,3/8/2018,5/9/2018,WS27,,
F0312,R,1.57,1.500426305,1.3114,1.2541,83.5829,3.6321,4.9435,3.6894,3/8/2018,5/9/2018,WS27,,
F0313,R,1.55,1.481312594,#VALUE!,1.1692,78.9300,N/A,4.8496,3.6804,3/8/2018,5/9/2018,WS18,,
F0314,R,1.56,1.49086945,1.2645,1.1935,80.0540,3.6209,4.8854,3.6919,3/8/2018,5/9/2018,WS18,,
F0315,R,1.45,1.38574404,1.1369,1.0683,77.0922,3.5111,4.648,3.5797,3/8/2018,5/9/2018,WS18,,
F0316,R,1.52,1.452642028,1.2741,1.1921,82.0643,3.6115,4.8856,3.6935,3/8/2018,5/9/2018,WS18,,
F0317,R,1.53,1.462198883,1.2842,1.2153,83.1145,3.5435,4.8277,3.6124,3/8/2018,5/9/2018,WS14,,
F0318,R,1.54,1.471755739,1.3258,1.2343,83.8658,3.5258,4.8516,3.6173,3/8/2018,5/9/2018,WS14,,
F0319,R,1.54,1.471755739,1.2779,1.2002,81.5489,3.5107,4.7886,3.5884,3/8/2018,5/9/2018,WS14,,
F0320,R,1.5,1.433528317,1.2962,1.215,84.7559,3.615,4.9112,3.6962,3/8/2018,5/9/2018,WS14,,
F0321,R,1.53,1.462198883,1.2618,1.1814,80.7961,3.5344,4.7962,3.6148,3/8/2018,5/9/2018,WS06,,
F0322,R,1.58,1.50998316,1.3614,1.2866,85.2062,3.6136,4.975,3.6884,3/8/2018,5/9/2018,WS06,,
F0323,R,1.5,1.433528317,1.2496,1.1718,81.7424,3.5198,4.7694,3.5976,3/8/2018,5/9/2018,WS06,,
F0324,R,1.54,1.471755739,1.26,1.1875,80.6859,3.5519,4.8119,3.6244,3/8/2018,5/9/2018,WS06,,
F0325,R,1.45,1.38574404,1.2517,1.1869,85.6507,3.5543,4.806,3.6191,3/8/2018,5/9/2018,WS13,,
F0326,R,1.57,1.500426305,1.2769,1.2121,80.7837,3.5269,4.8038,3.5917,3/8/2018,5/9/2018,WS13,,
F0327,R,1.56,1.49086945,1.2635,1.1824,79.3094,3.659,4.9225,3.7401,3/8/2018,5/9/2018,WS13,,
F0328,R,1.52,1.452642028,1.251,1.1767,81.0041,3.5409,4.7919,3.6152,3/8/2018,5/9/2018,WS13,,
F0329,R,1.54,1.471755739,1.3387,1.2716,86.4002,3.5274,4.8661,3.5945,3/8/2018,5/9/2018,WS31,,
F0330,R,1.43,1.366630329,1.2254,1.1668,85.3779,3.5427,4.7681,3.6013,3/8/2018,5/9/2018,WS31,,
F0331,R,1.45,1.38574404,1.2484,1.1852,85.5281,3.5219,4.7703,3.5851,3/8/2018,5/9/2018,WS31,,
F0332,R,1.56,1.49086945,1.3309,1.2694,85.1449,3.5339,4.8648,3.5954,3/8/2018,5/9/2018,WS31,,
F0333,R,1.55,1.481312594,0.637,0.6055,40.8759,3.6561,4.2931,3.6876,3/8/2018,5/9/2018,WS36,,
F0334,R,1.5,1.433528317,1.2012,1.1231,78.3452,3.5532,4.7544,3.6313,3/8/2018,5/9/2018,WS36,,
F0335,R,1.49,1.423971461,1.184,1.0924,76.7150,3.6646,4.8486,3.7562,3/8/2018,5/9/2018,WS36,,
F0336,R,1.51,1.443085172,1.1679,1.0867,75.3039,3.6645,4.8324,3.7457,3/8/2018,5/9/2018,WS36,,
F0337,A,1.47,1.400208522,0.9078,0.7315,52.2422,3.6359,4.5437,3.8122,3/8/2018,5/9/2018,WS18,,
F0338,A,1.56,1.485935575,0.8876,0.7653,51.5029,3.5415,4.4291,3.6638,3/8/2018,5/9/2018,WS18,,
F0339,A,1.45,1.381158066,0.8628,0.6594,47.7425,3.5525,4.4153,3.7559,3/8/2018,5/9/2018,WS18,,
F0340,A,1.55,1.476410347,0.9971,0.7992,54.1313,3.6442,4.6413,3.8421,3/8/2018,5/9/2018,WS18,,
F0341,A,1.46,1.390683294,0.7498,0.6679,48.0268,3.6738,4.4236,3.7557,3/8/2018,5/9/2018,WS27,,
F0342,A,1.54,1.466885119,0.6649,0.6027,41.0871,3.5486,4.2135,3.6108,3/8/2018,5/9/2018,WS27,,
F0343,A,1.53,1.457359891,0.8856,0.7695,52.8010,3.5174,4.403,3.6335,3/8/2018,5/9/2018,WS27,,
F0344,A,1.57,1.495460803,0.8359,0.7743,51.7767,3.5208,4.3567,3.5824,3/8/2018,5/9/2018,WS27,,
F0345,A,1.54,1.466885119,0.7796,0.6934,47.2702,3.6542,4.4338,3.7404,3/8/2018,5/9/2018,WS08,,
F0346,A,1.46,1.390683294,0.7319,0.6435,46.2722,3.6496,4.3815,3.738,3/8/2018,5/9/2018,WS08,,
F0347,A,1.49,1.419258978,0.5243,0.4569,32.1929,3.6177,4.142,3.6851,3/8/2018,5/9/2018,WS08,,
F0348,A,1.55,1.476410347,0.6119,0.5293,35.8505,3.5143,4.1262,3.5969,3/8/2018,5/9/2018,WS08,,
F0349,A,1.54,1.466885119,0.6662,0.5606,38.2170,3.6852,4.3514,3.7908,3/8/2018,5/9/2018,WS02,,
F0350,A,1.51,1.438309435,0.7674,0.6671,46.3808,3.5446,4.312,3.6449,3/8/2018,5/9/2018,WS02,,
F0351,A,1.53,1.457359891,0.9287,0.7886,54.1115,3.6572,4.5859,3.7973,3/8/2018,5/9/2018,WS02,,
F0352,A,1.56,1.485935575,0.7557,0.6282,42.2764,3.643,4.3987,3.7705,3/8/2018,5/9/2018,WS02,,
F0353,A,1.54,1.466885119,0.8928,0.7281,49.6358,3.5289,4.4217,3.6936,3/8/2018,5/9/2018,WS01,,
F0354,A,1.53,1.457359891,0.6973,0.6145,42.1653,3.5248,4.2221,3.6076,3/8/2018,5/9/2018,WS01,,
F0355,A,1.51,1.438309435,0.8233,0.6464,44.9417,3.5405,4.3638,3.7174,3/8/2018,5/9/2018,WS01,,
F0356,A,1.55,1.476410347,0.8696,0.6768,45.8409,3.6468,4.5164,3.8396,3/8/2018,5/9/2018,WS01,,
F0357,A,1.41,1.343057154,0.7067,0.6332,47.1462,3.6395,4.3462,3.713,3/8/2018,5/9/2018,WS36,,
F0358,A,1.5,1.428784206,0.8875,0.7943,55.5927,3.6427,4.5302,3.7359,3/8/2018,5/9/2018,WS36,,
F0359,A,1.43,1.36210761,0.8337,0.7476,54.8855,3.61,4.4437,3.6961,3/8/2018,5/9/2018,WS36,,
F0360,A,1.52,1.447834663,0.847,0.7322,50.5721,3.6272,4.4742,3.742,3/8/2018,5/9/2018,WS36,,
F0361,A,1.55,1.476410347,0.8621,0.784,53.1018,3.5246,4.3867,3.6027,3/8/2018,5/9/2018,WS13,,
F0362,A,1.54,1.466885119,0.7993,0.7003,47.7406,3.6053,4.4046,3.7043,3/8/2018,5/9/2018,WS13,,
F0363,A,1.47,1.400208522,0.81,0.7106,50.7496,3.6543,4.4643,3.7537,3/8/2018,5/9/2018,WS13,,
F0364,A,1.46,1.390683294,0.8603,0.7503,53.9519,3.5334,4.3937,3.6434,3/8/2018,5/9/2018,WS13,,
F0365,A,1.43,1.36210761,0.7886,0.6654,48.8508,3.6512,4.4398,3.7744,3/8/2018,5/9/2018,WS06,,
F0366,A,1.45,1.381158066,0.9652,0.6807,49.2847,3.5485,4.5137,3.833,3/8/2018,5/9/2018,WS06,,
F0367,A,1.47,1.400208522,0.8571,0.7737,55.2561,3.6566,4.5137,3.74,3/8/2018,5/9/2018,WS06,,
F0368,A,1.49,1.419258978,0.8134,0.7001,49.3286,3.5334,4.3468,3.6467,3/8/2018,5/9/2018,WS06,,
F0369,A,1.41,1.343057154,0.9273,0.7139,53.1548,3.5212,4.4485,3.7346,3/8/2018,5/9/2018,WS14,,
F0370,A,1.52,1.447834663,0.7453,0.617,42.6154,3.6094,4.3547,3.7377,3/8/2018,5/9/2018,WS14,,
F0371,A,1.4,1.333531926,0.8964,0.7909,59.3087,3.5977,4.4941,3.7032,3/8/2018,5/9/2018,WS14,,
F0372,A,1.48,1.40973375,0.8514,0.6519,46.2428,3.5454,4.3968,3.7449,3/8/2018,5/9/2018,WS14,,
F0373,A,1.54,1.466885119,0.787,0.6499,44.3048,3.5467,4.3337,3.6838,3/8/2018,5/9/2018,WS07,,
F0374,A,1.43,1.36210761,0.6838,0.6145,45.1139,3.6435,4.3273,3.7128,3/8/2018,5/9/2018,WS07,,
F0375,A,1.57,1.495460803,0.8613,0.7332,49.0284,3.5526,4.4139,3.6807,3/8/2018,5/9/2018,WS07,,
F0376,A,1.56,1.485935575,0.9509,0.7017,47.2228,3.6331,4.584,3.8823,3/8/2018,5/9/2018,WS07,,
F0377,A,1.45,1.381158066,0.8753,0.786,56.9088,3.5446,4.4199,3.6339,3/8/2018,5/9/2018,WS31,,
F0378,A,1.48,1.40973375,0.8316,0.723,51.2863,3.6609,4.4925,3.7695,3/8/2018,5/9/2018,WS31,,
F0379,A,1.45,1.381158066,0.8405,0.7516,54.4181,3.5535,4.394,3.6424,3/8/2018,5/9/2018,WS31,,
F0380,A,1.41,1.343057154,0.8293,0.7326,54.5472,3.68,4.5093,3.7767,3/8/2018,5/9/2018,WS31,,
F0381,A,1.56,1.485935575,0.8447,0.768,51.6846,3.6328,4.4775,3.7095,3/8/2018,5/9/2018,WS32,,
F0382,A,1.48,1.40973375,0.766,0.6948,49.2859,3.6035,4.3695,3.6747,3/8/2018,5/9/2018,WS32,,
F0383,A,1.46,1.390683294,0.9121,0.8447,60.7399,3.641,4.5531,3.7084,3/8/2018,5/9/2018,WS32,,
F0384,A,1.44,1.371632838,0.8391,0.759,55.3355,3.5479,4.387,3.628,3/8/2018,5/9/2018,WS32,,
F0001,R,1.43,1.366630329,1.1916,1.1146,81.5583,3.5272,4.7188,3.6042,4/6/2018,6/6/2018,WS13,,
F0002,R,1.42,1.357073473,1.1345,1.0693,78.7946,3.5376,4.6721,3.6028,4/6/2018,6/6/2018,WS13,,
F0003,R,1.48,1.414414606,1.1221,1.0602,74.9568,3.5538,4.6759,3.6157,4/6/2018,6/6/2018,WS13,,
F0004,R,1.46,1.395300895,0.964,0.8944,64.1009,3.5358,4.4998,3.6054,4/6/2018,6/6/2018,WS13,,
F0005,R,1.57,1.500426305,1.5269,1.2498,83.2963,3.6366,5.1635,3.9137,4/6/2018,6/6/2018,WS14,,
F0006,R,1.44,1.376187184,1.3069,1.1395,82.8012,3.526,4.8329,3.6934,4/6/2018,6/6/2018,WS14,,
F0007,R,1.44,1.376187184,1.2628,1.1339,82.3943,3.5248,4.7876,3.6537,4/6/2018,6/6/2018,WS14,,
F0008,R,1.49,1.423971461,1.2849,1.143,80.2685,3.6247,4.9096,3.7666,4/6/2018,6/6/2018,WS14,,
F0009,R,1.55,1.481312594,1.2375,1.1619,78.4372,3.6615,4.899,3.7371,4/6/2018,6/6/2018,WS27,,
F0010,R,1.56,1.49086945,1.2184,1.1431,76.6734,3.6812,4.8996,3.7565,4/6/2018,6/6/2018,WS27,,
F0011,R,1.51,1.443085172,1.1671,1.0804,74.8674,3.5413,4.7084,3.628,4/6/2018,6/6/2018,WS27,,
F0012,R,1.51,1.443085172,1.4297,1.2981,89.9531,3.671,5.1007,3.8026,4/6/2018,6/6/2018,WS27,,
F0013,R,1.45,1.38574404,0.9353,0.8087,58.3585,3.5268,4.4621,3.6534,4/6/2018,6/6/2018,WS07,COLL IN JULY,
F0014,R,1.53,1.462198883,1.0762,1.0076,68.9099,3.5307,4.6069,3.5993,4/6/2018,6/6/2018,WS07,COLL IN JULY,
F0015,R,1.5,1.433528317,1.0809,0.9369,65.3562,3.6113,4.6922,3.7553,4/6/2018,6/6/2018,WS07,COLL IN JULY,
F0016,R,1.45,1.38574404,0.8323,0.7673,55.3710,3.5412,4.3735,3.6062,4/6/2018,6/6/2018,WS07,COLL IN JULY,
F0017,R,1.41,1.347516618,1.2338,1.1454,85.0008,3.6172,4.851,3.7056,4/6/2018,6/6/2018,WS02,,
F0018,R,1.51,1.443085172,1.2205,1.1328,78.4985,3.6716,4.8921,3.7593,4/6/2018,6/6/2018,WS02,,
F0019,R,1.41,1.347516618,1.1648,1.0976,81.4535,3.6197,4.7845,3.6869,4/6/2018,6/6/2018,WS02,,
F0020,R,1.44,1.376187184,1.0814,1.0046,72.9988,3.6471,4.7285,3.7239,4/6/2018,6/6/2018,WS02,,
F0021,R,1.58,1.50998316,1.3234,1.0632,70.4114,3.554,4.8774,3.8142,4/6/2018,6/6/2018,WS01,,
F0022,R,1.46,1.395300895,1.2487,1.098,78.6927,3.5246,4.7733,3.6753,4/6/2018,6/6/2018,WS01,,
F0023,R,1.55,1.481312594,1.1255,1.0422,70.3565,3.545,4.6705,3.6283,4/6/2018,6/6/2018,WS01,,
F0024,R,1.55,1.481312594,1.1157,0.9283,62.6674,3.6665,4.7822,3.8539,4/6/2018,6/6/2018,WS01,,
F0025,R,1.49,1.423971461,1.3706,1.2648,88.8220,3.6297,5.0003,3.7355,4/6/2018,6/6/2018,WS31,,
F0026,R,1.56,1.49086945,1.3578,1.2345,82.8040,3.5752,4.933,3.6985,4/6/2018,6/6/2018,WS31,,
F0027,R,1.45,1.38574404,1.3269,1.1565,83.4570,3.5338,4.8607,3.7042,4/6/2018,6/6/2018,WS31,,
F0028,R,1.47,1.404857751,1.3152,1.146,81.5741,3.6045,4.9197,3.7737,4/6/2018,6/6/2018,WS31,,
F0029,R,1.59,1.519540016,1.1948,1.1201,73.7131,3.5356,4.7304,3.6103,4/6/2018,6/6/2018,WS36,,
F0030,R,1.48,1.414414606,1.2227,1.1559,81.7229,3.6326,4.8553,3.6994,4/6/2018,6/6/2018,WS36,,
F0031,R,1.56,1.49086945,1.2653,1.171,78.5448,3.6629,4.9282,3.7572,4/6/2018,6/6/2018,WS36,,
F0032,R,1.53,1.462198883,1.2052,1.1405,77.9990,3.6025,4.8077,3.6672,4/6/2018,6/6/2018,WS36,,
F0033,R,1.58,1.50998316,1.2913,1.197,79.2724,3.6432,4.9345,3.7375,4/6/2018,6/6/2018,WS18,,
F0034,R,1.55,1.481312594,1.2919,1.1948,80.6582,3.6288,4.9207,3.7259,4/6/2018,6/6/2018,WS18,,
F0035,R,1.47,1.404857751,1.1241,1.0217,72.7262,3.5256,4.6497,3.628,4/6/2018,6/6/2018,WS18,,
F0036,R,1.42,1.357073473,1.1559,1.0839,79.8704,3.6257,4.7816,3.6977,4/6/2018,6/6/2018,WS18,,
F0037,R,1.52,1.452642028,1.321,1.1297,77.7686,3.5477,4.8687,3.739,4/6/2018,6/6/2018,WS06,,
F0038,R,1.51,1.443085172,1.2239,1.1384,78.8865,3.5096,4.7335,3.5951,4/6/2018,6/6/2018,WS06,,
F0039,R,1.54,1.471755739,1.2497,1.1443,77.7507,3.5562,4.8059,3.6616,4/6/2018,6/6/2018,WS06,,
F0040,R,1.41,1.347516618,1.3098,1.2447,92.3699,3.5466,4.8564,3.6117,4/6/2018,6/6/2018,WS06,,
F0041,R,1.56,1.49086945,NA,NA,NA,NA,NA,NA,4/6/2018,6/6/2018,WS08,LOST,
F0042,R,1.41,1.347516618,NA,NA,NA,NA,NA,NA,4/6/2018,6/6/2018,WS08,LOST,
F0043,R,1.4,1.337959762,NA,NA,NA,NA,NA,NA,4/6/2018,6/6/2018,WS08,LOST,
F0044,R,1.49,1.423971461,NA,NA,NA,NA,NA,NA,4/6/2018,6/6/2018,WS08,LOST,
F0045,R,1.4,1.337959762,1.4555,1.2117,90.5633,3.6357,5.0912,3.8795,4/6/2018,6/6/2018,WS32,,
F0046,R,1.44,1.376187184,1.1916,1.1274,81.9220,3.5223,4.7139,3.5865,4/6/2018,6/6/2018,WS32,,
F0047,R,1.45,1.38574404,1.2709,1.2111,87.3971,3.6576,4.9285,3.7174,4/6/2018,6/6/2018,WS32,,
F0048,R,1.54,1.471755739,1.2309,1.1625,78.9873,3.6229,4.8538,3.6913,4/6/2018,6/6/2018,WS32,,
F0049,A,1.53,1.457359891,0.6523,0.5555,38.1169,3.5278,4.1801,3.6246,4/6/2018,6/6/2018,WS08,huge hole in bag,
F0050,A,1.6,1.524036487,0.388,0.3367,22.0926,3.6518,4.0398,3.7031,4/6/2018,6/6/2018,WS08,,
F0051,A,1.41,1.343057154,0.4024,0.342,25.4643,3.6074,4.0098,3.6678,4/6/2018,6/6/2018,WS08,,
F0052,A,1.5,1.428784206,NA,NA,NA,NA,NA,NA,4/6/2018,6/6/2018,WS08,??,
F0053,A,1.48,1.40973375,0.7938,0.6959,49.3639,3.5119,4.3057,3.6098,4/6/2018,6/6/2018,WS13,,
F0054,A,1.53,1.457359891,0.8275,0.7433,51.0032,3.6218,4.4493,3.706,4/6/2018,6/6/2018,WS13,,
F0055,A,1.5,1.428784206,0.821,0.736,51.5123,3.6128,4.4338,3.6978,4/6/2018,6/6/2018,WS13,,
F0056,A,1.56,1.485935575,0.7657,0.6768,45.5471,3.6054,4.3711,3.6943,4/6/2018,6/6/2018,WS13,,
F0057,A,1.54,1.466885119,0.801,0.7077,48.2451,3.5448,4.3458,3.6381,4/6/2018,6/6/2018,WS06,,
F0058,A,1.58,1.504986031,1.0132,0.762,50.6317,3.543,4.5562,3.7942,4/6/2018,6/6/2018,WS06,,
F0059,A,1.55,1.476410347,0.8397,0.7356,49.8235,3.5289,4.3686,3.633,4/6/2018,6/6/2018,WS06,,
F0060,A,1.42,1.352582382,0.5512,0.4848,35.8425,3.6188,4.17,3.6852,4/6/2018,6/6/2018,WS06,,
F0061,A,1.49,1.419258978,0.7932,0.6909,48.6803,3.6647,4.4579,3.767,4/6/2018,6/6/2018,WS14,,
F0062,A,1.54,1.466885119,0.7501,0.6731,45.8863,3.6592,4.4093,3.7362,4/6/2018,6/6/2018,WS14,,
F0063,A,1.52,1.447834663,0.8374,0.7306,50.4616,3.6306,4.468,3.7374,4/6/2018,6/6/2018,WS14,,
F0064,A,1.45,1.381158066,0.7538,0.6729,48.7200,3.6662,4.42,3.7471,4/6/2018,6/6/2018,WS14,,
F0065,A,1.46,1.390683294,0.6865,0.6185,44.4745,3.6195,4.306,3.6875,4/6/2018,6/6/2018,WS18,,
F0066,A,1.54,1.466885119,0.7205,0.6543,44.6047,3.5334,4.2539,3.5996,4/6/2018,6/6/2018,WS18,,
F0067,A,1.49,1.419258978,0.8831,0.6701,47.2148,3.6091,4.4922,3.8221,4/6/2018,6/6/2018,WS18,,
F0068,A,1.52,1.447834663,0.9271,0.7193,49.6811,3.6278,4.5549,3.8356,4/6/2018,6/6/2018,WS18,,
F0069,A,1.49,1.419258978,0.7928,0.6958,49.0256,3.5376,4.3304,3.6346,4/6/2018,6/6/2018,WS27,,
F0070,A,1.55,1.476410347,0.8768,0.7988,54.1042,3.6189,4.4957,3.6969,4/6/2018,6/6/2018,WS27,,
F0071,A,1.57,1.495460803,0.7932,0.7222,48.2928,3.5017,4.2949,3.5727,4/6/2018,6/6/2018,WS27,,
F0072,A,1.49,1.419258978,0.7038,0.6405,45.1292,3.6244,4.3282,3.6877,4/6/2018,6/6/2018,WS27,,
F0073,A,1.48,1.40973375,0.6678,0.593,42.0647,3.6577,4.3255,3.7325,4/6/2018,6/6/2018,WS02,,
F0074,A,1.41,1.343057154,0.6723,0.5948,44.2870,3.5544,4.2267,3.6319,4/6/2018,6/6/2018,WS02,,
F0075,A,1.47,1.400208522,0.8358,0.6232,44.5077,3.539,4.3748,3.7516,4/6/2018,6/6/2018,WS02,,
F0076,A,1.51,1.438309435,0.797,0.7006,48.7100,3.6476,4.4446,3.744,4/6/2018,6/6/2018,WS02,,
F0077,A,1.51,1.438309435,0.8493,0.6194,43.0644,3.6473,4.4966,3.8772,4/6/2018,6/6/2018,WS07,,
F0078,A,1.5,1.428784206,0.7316,0.612,42.8336,3.6107,4.3423,3.7303,4/6/2018,6/6/2018,WS07,,
F0079,A,1.56,1.485935575,0.8707,0.7205,48.4880,3.643,4.5137,3.7932,4/6/2018,6/6/2018,WS07,,
F0080,A,1.55,1.476410347,1.0357,0.5868,39.7450,3.5488,4.5845,3.9977,4/6/2018,6/6/2018,WS07,,
F0081,A,1.49,1.419258978,0.7701,0.6936,48.8706,3.6128,4.3829,3.6893,4/6/2018,6/6/2018,WS31,,
F0082,A,1.53,1.457359891,0.8314,0.7278,49.9396,3.6416,4.473,3.7452,4/6/2018,6/6/2018,WS31,,
F0083,A,1.51,1.438309435,0.852,0.7825,54.4041,3.5537,4.4057,3.6232,4/6/2018,6/6/2018,WS31,,
F0084,A,1.5,1.428784206,0.8134,0.7266,50.8544,3.5114,4.3248,3.5982,4/6/2018,6/6/2018,WS31,,
F0085,A,1.58,1.504986031,0.8063,0.7109,47.2363,3.5554,4.3617,3.6508,4/6/2018,6/6/2018,WS36,,
F0086,A,1.53,1.457359891,0.8378,0.7304,50.1180,3.5259,4.3637,3.6333,4/6/2018,6/6/2018,WS36,,
F0087,A,1.47,1.400208522,0.7043,0.6349,45.3432,3.5499,4.2542,3.6193,4/6/2018,6/6/2018,WS36,,
F0088,A,1.45,1.381158066,0.3778,0.3318,24.0233,3.5369,3.9147,3.5829,4/6/2018,6/6/2018,WS36,,
F0089,A,1.41,1.343057154,0.8736,0.5307,39.5143,3.6287,4.5023,3.9716,4/6/2018,6/6/2018,WS01,,
F0090,A,1.48,1.40973375,1.3693,0.693,49.1582,3.5649,4.9342,4.2412,4/6/2018,6/6/2018,WS01,,
F0091,A,1.51,1.438309435,0.8544,0.6121,42.5569,3.5551,4.4095,3.7974,4/6/2018,6/6/2018,WS01,,
F0092,A,1.44,1.371632838,0.5766,0.4817,35.1187,3.6404,4.217,3.7353,4/6/2018,6/6/2018,WS01,,
F0093,A,1.51,1.438309435,0.8216,0.7423,51.6092,3.6254,4.447,3.7047,4/6/2018,6/6/2018,WS32,,
F0094,A,1.54,1.466885119,1.3085,0.8979,61.2113,3.5271,4.8356,3.9377,4/6/2018,6/6/2018,WS32,,
F0095,A,1.56,1.485935575,0.8798,0.7897,53.1450,3.529,4.4088,3.6191,4/6/2018,6/6/2018,WS32,,
F0096,A,1.45,1.381158066,0.8541,0.7233,52.3691,3.5311,4.3852,3.6619,4/6/2018,6/6/2018,WS32,,
F0097,R,1.56,1.49086945,1.3688,1.2778,85.7084,3.6297,4.9985,3.7207,5/9/2018,7/5/2018,WS31,,
F0098,R,1.53,1.462198883,1.2929,1.2151,83.1009,3.541,4.8339,3.6188,5/9/2018,7/5/2018,WS31,,
F0099,R,1.4,1.337959762,1.2154,1.1431,85.4361,3.634,4.8494,3.7063,5/9/2018,7/5/2018,WS31,,
F0100,R,1.44,1.376187184,1.2349,1.1641,84.5888,3.5249,4.7598,3.5957,5/9/2018,7/5/2018,WS31,,
F0101,R,1.56,1.49086945,1.2728,1.1968,80.2753,3.5356,4.8084,3.6116,5/9/2018,7/5/2018,WS06,,
F0102,R,1.42,1.357073473,1.2594,1.0949,80.6810,3.6687,4.9281,3.8332,5/9/2018,7/5/2018,WS06,,
F0103,R,1.53,1.462198883,1.17,1.0962,74.9693,3.5326,4.7026,3.6064,5/9/2018,7/5/2018,WS06,,
F0104,R,1.48,1.414414606,1.286,1.1823,83.5894,3.6707,4.9567,3.7744,5/9/2018,7/5/2018,WS06,,
F0105,R,1.55,1.481312594,1.1518,1.0642,71.8417,3.6251,4.7769,3.7127,5/9/2018,7/5/2018,WS13,,
F0106,R,1.47,1.404857751,1.2396,1.1747,83.6170,3.6465,4.8861,3.7114,5/9/2018,7/5/2018,WS13,,
F0107,R,1.43,1.366630329,1.2372,1.1673,85.4145,3.5317,4.7689,3.6016,5/9/2018,7/5/2018,WS13,,
F0108,R,1.52,1.452642028,1.1427,1.0689,73.5832,3.5323,4.675,3.6061,5/9/2018,7/5/2018,WS13,,
F0109,R,1.57,1.500426305,1.3125,1.177,78.4444,3.5346,4.8471,3.6701,5/9/2018,7/5/2018,WS01,,
F0110,R,1.55,1.481312594,1.3095,1.1708,79.0380,3.607,4.9165,3.7457,5/9/2018,7/5/2018,WS01,,
F0111,R,1.42,1.357073473,1.3543,1.006,74.1301,3.6341,4.9884,3.9824,5/9/2018,7/5/2018,WS01,,
F0112,R,1.41,1.347516618,1.1326,1.045,77.5501,3.5248,4.6574,3.6124,5/9/2018,7/5/2018,WS01,,
F0113,R,1.49,1.423971461,1.2089,1.1261,79.0816,3.6468,4.8557,3.7296,5/9/2018,7/5/2018,WS27,,
F0114,R,1.48,1.414414606,1.1217,1.0446,73.8539,3.6288,4.7505,3.7059,5/9/2018,7/5/2018,WS27,,
F0115,R,1.57,1.500426305,1.2027,1.1388,75.8984,3.5442,4.7469,3.6081,5/9/2018,7/5/2018,WS27,,
F0116,R,1.55,1.481312594,1.1944,1.1308,76.3377,3.5287,4.7231,3.5923,5/9/2018,7/5/2018,WS27,,
F0117,R,1.6,1.529096871,1.2965,1.163,76.0580,3.6523,4.9488,3.7858,5/9/2018,7/5/2018,WS18,,
F0118,R,1.59,1.519540016,1.223,1.139,74.9569,3.6284,4.8514,3.7124,5/9/2018,7/5/2018,WS18,,
F0119,R,1.49,1.423971461,1.1048,1.0021,70.3736,3.6442,4.749,3.7469,5/9/2018,7/5/2018,WS18,,
F0120,R,1.52,1.452642028,1.1475,1.0756,74.0444,3.5533,4.7008,3.6252,5/9/2018,7/5/2018,WS18,,
F0121,R,1.6,1.529096871,1.3129,#VALUE!,#VALUE!,3.6655,4.9784,NA,5/9/2018,7/5/2018,WS07,"COLL IN JUNE, acc threw away ash",
F0122,R,1.56,1.49086945,1.4362,#VALUE!,#VALUE!,3.6372,5.0734,NA,5/9/2018,7/5/2018,WS07,"COLL IN JUNE, acc threw away ash",
F0123,R,1.41,1.347516618,1.1743,#VALUE!,#VALUE!,3.6345,4.8088,NA,5/9/2018,7/5/2018,WS07,"COLL IN JUNE, acc threw away ash",
F0124,R,1.52,1.452642028,1.3309,#VALUE!,#VALUE!,3.5307,4.8616,NA,5/9/2018,7/5/2018,WS07,"COLL IN JUNE, acc threw away ash",
F0125,R,1.53,1.462198883,1.2638,1.1297,77.2604,3.5532,4.817,3.6873,5/9/2018,7/5/2018,WS02,,
F0126,R,1.48,1.414414606,1.3428,1.22,86.2548,3.6172,4.96,3.74,5/9/2018,7/5/2018,WS02,,
F0127,R,1.48,1.414414606,1.2485,1.1628,82.2107,3.6245,4.873,3.7102,5/9/2018,7/5/2018,WS02,,
F0128,R,1.4,1.337959762,1.1454,1.0612,79.3148,3.5491,4.6945,3.6333,5/9/2018,7/5/2018,WS02,,
F0129,R,1.59,1.519540016,0.9834,0.9035,59.4588,3.6042,4.5876,3.6841,5/9/2018,7/5/2018,WS08,hole in bag,
F0130,R,1.51,1.443085172,1.0117,0.9441,65.4223,3.6665,4.6782,3.7341,5/9/2018,7/5/2018,WS08,hole in bag,
F0131,R,1.49,1.423971461,1.0826,1.0199,71.6236,3.6455,4.7281,3.7082,5/9/2018,7/5/2018,WS08,hole in bag,
F0132,R,1.51,1.443085172,1.0475,0.9673,67.0300,3.5271,4.5746,3.6073,5/9/2018,7/5/2018,WS08,hole in bag,
