"","date_dep","date_coll","rhodo_acer","stream","N_coarse","mean_k_coarse","sd_k_coarse","se_k_coarse","ci_k_coarse","N_fine","mean_k_fine","sd_k_fine","se_k_fine","ci_k_fine","N_shred","mean_k_shred","sd_k_shred","se_k_shred","ci_k_shred","N_shred_new","mean_k_shred_new","sd_k_shred_new","se_k_shred_new","ci_k_shred_new","deployment"
"15",2017-09-21,2017-11-15,"R","WS08",4,0.00431380477691515,0.000872271168459435,0.000436135584229717,0.00138797807863462,4,0.00331390943618102,0.000250180563571695,0.000125090281785847,0.000398093105096268,4,0.000999895340734123,0.000964712983099211,0.000482356491549606,0.00153507363436165,4,0.000534593130294681,0.000527250443553947,0.000263625221776973,0.000838973113023727,"1"
"16",2017-09-21,2017-11-15,"R","WS13",4,0.00300585600122774,0.00197315486231312,0.000986577431156561,0.00313972970066049,4,0.00313911170838532,0.000469185218167471,0.000234592609083735,0.000746578382025399,4,-0.000133255707157585,0.00201682494901643,0.00100841247450822,0.00320921855370068,4,1.22517848418965e-05,0.00105489784448322,0.000527448922241609,0.00167857787381368,"1"
"17",2017-09-21,2017-11-15,"A","WS13",4,0.00972681063050319,0.0033393400018145,0.00166967000090725,0.00531363512543032,4,0.0109689950853544,0.000259904038307388,0.000129952019153694,0.000413565323219831,4,-0.00124218445485123,0.00321287191274487,0.00160643595637244,0.00511239617403236,4,-0.000518258617788879,0.00140798827443499,0.000703994137217493,0.0022404235409292,"1"
"18",2017-09-21,2017-11-15,"A","WS14",4,0.0132069480872936,0.00137557173941029,0.000687785869705146,0.00218884159986948,4,0.0128026861436147,0.00139759976082351,0.000698799880411753,0.00222389309754908,4,0.000404261943678892,0.000940697414808772,0.000470348707404386,0.00149685950607406,4,0.000207356510822002,0.0004732419622828,0.0002366209811414,0.000753033567186055,"1"
"19",2017-09-21,2017-11-15,"R","WS27",4,0.00412447376697639,0.000699337463695305,0.000349668731847652,0.0011128019637418,4,0.00352475282947287,0.000469971664367451,0.000234985832183725,0.000747829793427114,4,0.000599720937503523,0.000672805001492456,0.000336402500746228,0.00107058289558803,4,0.000315160247637515,0.000352266871537607,0.000176133435768804,0.000560535201899354,"1"
"20",2017-09-21,2017-11-15,"R","WS31",4,0.00259767634332067,0.000243286308142055,0.000121643154071028,0.000387122806236398,4,0.00309909676610091,0.00038034455506389,0.000190172277531945,0.000605213061998927,4,-0.000501420422780245,0.000513984634086643,0.000256992317043321,0.000817864249860817,4,-0.000237984494121936,0.00023839435294865,0.000119197176474325,0.000379338613870966,"1"
"21",2017-09-21,2017-11-15,"R","WS32",4,0.00312586381029133,0.0014996774791372,0.000749838739568598,0.00238632152629868,4,0.0029515673672283,0.000672684562294986,0.000336342281147493,0.00107039124994853,4,0.000174296443063027,0.00191335215361414,0.000956676076807072,0.00304457024598798,4,0.000158757482812056,0.00098513717733475,0.000492568588667375,0.0015675730851033,"1"
"22",2017-09-21,2017-11-15,"R","WS36",3,0.00435475167323349,0.000433830244522613,0.000250472008457732,0.00107769407091649,4,0.00313444944362139,0.00047398895693142,0.00023699447846571,0.000754222202365838,3,0.0012511459011891,0.000756123742402061,0.000436548246216497,0.00187831550325075,3,0.000671086423236576,0.000431293850909751,0.000249007620922575,0.00107139331989094,"1"
"23",2017-09-21,2017-11-15,"R","WS18",4,0.00555464843754036,0.0010437726475744,0.0005218863237872,0.00166087520291467,3,0.00364953288424666,0.00046460133414501,0.000268237705334481,0.00115413369507914,3,0.00212112087008985,0.00162652244924912,0.000939073173916951,0.00404050575518826,3,0.00116889081339322,0.000947097190294406,0.000546806817765214,0.00235271984710311,"1"
"24",2017-09-21,2017-11-15,"R","WS14",4,0.00422406115714082,0.000837260377749779,0.00041863018887489,0.00133226809786511,4,0.00451897593737707,0.00130734564544487,0.000653672822722434,0.00208027865953738,4,-0.000294914780236252,0.00136497302874032,0.000682486514370162,0.00217197668606328,4,-0.00012252929354434,0.000641940231931782,0.000320970115965891,0.00102147015966213,"1"
"25",2017-10-19,2017-12-11,"A","WS02",4,0.0115216163181887,0.00429141126811225,0.00214570563405613,0.00682859296732836,4,0.0112743505656407,0.000620098691600207,0.000310049345800104,0.00098671539499717,4,0.00024726575254804,0.00457372653535062,0.00228686326767531,0.00727781955690232,4,0.000240197700075345,0.00228762900964726,0.00114381450482363,0.00364012824480587,"2a"
"26",2017-10-19,2017-12-11,"A","WS06",4,0.0110657174854669,0.0023918700494654,0.0011959350247327,0.00380599900081997,4,0.011228159975366,0.00138289368191669,0.000691446840958345,0.00220049244430798,4,-0.000162442489899084,0.00212683457327559,0.0010634172866378,0.00338426841483528,4,-5.22108866863973e-05,0.00102129719174508,0.000510648595872541,0.00162511173723288,"2a"
"27",2017-10-19,2017-12-11,"A","WS01",4,0.0187445961050356,0.00407645096578356,0.00203822548289178,0.00648654315736405,3,0.0138080475521332,0.00213835271955528,0.00123457851825761,0.00531196263167116,3,0.00562925872037302,0.00308118130998049,0.00177892085873928,0.00765407868886281,3,0.00299393591221717,0.00167185493315465,0.000965245895702839,0.00415311788802528,"2a"
"28",2017-10-19,2017-12-11,"A","WS13",4,0.0112678961185978,0.000874424259767373,0.000437212129883687,0.00139140412737356,4,0.0107800879743227,0.00206289914487845,0.00103144957243922,0.00328253288089566,4,0.000487808144275104,0.00289229746416782,0.00144614873208391,0.00460229068931115,4,0.000292778348813648,0.00144935096592506,0.000724675482962531,0.00230624081328379,"2a"
"29",2017-10-19,2017-12-11,"A","WS14",4,0.0120365209171247,0.00167926002302542,0.000839630011512711,0.00267207742794394,4,0.0125039343932287,0.00228683922953845,0.00114341961476923,0.00363887152841125,4,-0.000467413476104082,0.000733645797587605,0.000366822898793803,0.0011673941789598,4,-0.000229831353742128,0.000364466767282856,0.000182233383641428,0.000579947958469011,"2a"
"30",2017-10-19,2017-12-11,"A","WS07",4,0.0154231622406534,0.0054792065699479,0.00273960328497395,0.00871864035220845,4,0.0106004205122084,0.00116145641297315,0.000580728206486577,0.00184813633510724,4,0.00482274172844495,0.00648102993732653,0.00324051496866326,0.010312764889239,4,0.00271791329182661,0.00368702737949816,0.00184351368974908,0.0058668833306819,"2a"
"31",2017-10-19,2017-12-11,"A","WS08",4,0.0138868168921504,0.00564741919248389,0.00282370959624194,0.00898630417175432,4,0.00998130806024307,0.00032137986723527,0.000160689933617635,0.000511387085537727,4,0.00390550883190731,0.00555882092634737,0.00277941046317368,0.00884532455939397,4,0.00219603098284893,0.00296503113886834,0.00148251556943417,0.00471802619647135,"2a"
"32",2017-10-19,2017-12-11,"R","WS02",4,0.00269580071267881,0.00171129836583368,0.00085564918291684,0.00272305758079272,4,0.00279870619430399,0.000723704753359172,0.000361852376679586,0.00115157575922208,4,-0.000102905481625173,0.00124780067408816,0.000623900337044078,0.00198552932249119,4,-8.45041147332022e-06,0.000587890081974988,0.000293945040987494,0.000935464309647118,"2a"
"33",2017-10-19,2017-12-11,"R","WS06",4,0.00380305657707213,0.000572195726760496,0.000286097863380248,0.000910491088264034,4,0.00330237701963593,0.000553071978092428,0.000276535989046214,0.0008800609366181,4,0.000500679557436208,0.000983172035783275,0.000491586017891638,0.00156444610636837,4,0.000273252668170475,0.00051154113074754,0.00025577056537377,0.000813976090774079,"2a"
"34",2017-10-19,2017-12-11,"R","WS07",4,0.00387846909136184,0.0011898463623922,0.000594923181196098,0.00189331107992515,4,0.0030509471430695,0.000461054150097374,0.000230527075048687,0.000733640038256554,4,0.00082752194829234,0.00141240271607669,0.000706201358038343,0.00224744790267546,4,0.00045971499944434,0.00079470489534394,0.00039735244767197,0.0012645528289891,"2a"
"35",2017-10-19,2017-12-11,"R","WS08",4,0.00406228914884558,0.0017484755166049,0.000874237758302448,0.00278221472384914,4,0.00283276306877741,0.000245526282459798,0.000122763141229899,0.000390687105232114,4,0.00122952608006817,0.00150609668887019,0.000753048344435097,0.00239653592144749,4,0.000672826253720247,0.000855827211033809,0.000427913605516904,0.0013618120728579,"2a"
"36",2017-10-19,2017-12-11,"R","WS13",4,0.00350011131191218,0.000774312794389346,0.000387156397194673,0.00123210444581914,4,0.00263685853897481,0.000434348350133291,0.000217174175066646,0.000691145151043883,4,0.000863252772937372,0.000671424652334111,0.000335712326167055,0.00106838645204854,4,0.000460024153331897,0.000367718090722659,0.00018385904536133,0.000585121539603153,"2a"
"37",2017-10-19,2017-12-11,"R","WS14",3,0.00297212255508395,0.000567419666935053,0.00032759989744844,0.00140954859302218,4,0.00307353326808926,0.000373098157601916,0.000186549078800958,0.000593682426584188,3,6.0174423929792e-05,0.000540651277200537,0.000312145160429445,0.00134305222659983,3,3.55216080074791e-05,0.000275825575251703,0.000159247970120954,0.000685188713347984,"2a"
"38",2017-10-19,2017-12-11,"R","WS18",4,0.00305270025914126,0.000554805289969233,0.000277402644984617,0.000882819022607221,4,0.00273495888998053,0.000347877196917668,0.000173938598458834,0.000553550250011543,4,0.000317741369160725,0.000596405462223277,0.000298202731111638,0.000949014179851744,4,0.000168882044885431,0.00030560233075012,0.00015280116537506,0.000486281504190905,"2a"
"39",2017-10-19,2017-12-11,"A","WS18",4,0.0125524609881844,0.00121559677242682,0.000607798386213409,0.00193428572856226,4,0.0109059346016517,0.00120156142443862,0.000600780712219312,0.00191195235788806,4,0.00164652638653266,0.00113708162658321,0.000568540813291606,0.00180935061066287,4,0.000849330961524808,0.000587902282688689,0.000293951141344344,0.000935483723705237,"2a"
"40",2017-10-19,2017-12-11,"R","WS01",4,0.00605457233817378,0.00138891534416792,0.000694457672083959,0.00221007425269952,4,0.00326723224967818,0.000166960762793797,8.34803813968987e-05,0.000265671831340235,4,0.0027873400884956,0.00126682974857479,0.000633414874287394,0.00201580882638766,4,0.00154638627977605,0.000744927390182936,0.000372463695091468,0.00118534571029616,"2a"
"41",2017-10-19,2017-12-18,"A","WS27",4,0.00927613493062663,0.000866385196013896,0.000433192598006948,0.00137861218300346,4,0.00989633384743098,0.000669741177142588,0.000334870588571294,0.00106570766734689,4,-0.000620198916804327,0.000792166390106853,0.000396083195053427,0.00126051350068274,4,-0.000302489030405614,0.000392257505517253,0.000196128752758627,0.000624169224576593,"2b"
"42",2017-10-19,2017-12-18,"A","WS36",4,0.0111585976079223,0.000841615142789389,0.000420807571394695,0.00133919750082046,4,0.00959252788020814,0.000618644026562959,0.00030932201328148,0.000984400698310563,4,0.0015660697277141,0.000393686177049936,0.000196843088524968,0.000626442559796918,4,0.00080347847038518,0.000205990182258714,0.000102995091129357,0.000327776347226981,"2b"
"43",2017-10-19,2017-12-18,"R","WS27",4,0.00308295742924687,0.000587489309432767,0.000293744654716383,0.000934826591098992,4,0.00380475262328256,0.000767299587109221,0.000383649793554611,0.00122094486802073,4,-0.000721795194035688,0.00133304689797408,0.000666523448987038,0.00212117508761375,4,-0.000315912611916609,0.000620718560273876,0.000310359280136938,0.00098770174438231,"2b"
"44",2017-10-19,2017-12-18,"A","WS31",4,0.00877801763822248,0.000461215540013618,0.000230607770006809,0.000733896845627884,4,0.00911192599951887,0.00166203868871969,0.000831019344359846,0.00264467444207728,4,-0.000333908361296386,0.00181441476123137,0.000907207380615684,0.00288713877656649,4,-0.000144676346603762,0.000886219027506959,0.000443109513753479,0.00141017223488082,"2b"
"45",2017-10-19,2017-12-18,"A","WS32",4,0.00792363387243872,0.000570300194663965,0.000285150097331983,0.000907474873705458,4,0.00929991884553841,0.00119073282776827,0.000595366413884134,0.00189472164415557,4,-0.00137628497309969,0.00077071084150048,0.00038535542075024,0.00122637293498765,4,-0.000666337063224623,0.000370501967995518,0.000185250983997759,0.00058955130957384,"2b"
"46",2017-10-19,2017-12-18,"R","WS36",4,0.00316070986912405,0.000692682481986876,0.000346341240993438,0.00110221240276694,4,0.00344466946901838,0.000509089930951004,0.000254544965475502,0.00081007568490608,4,-0.000283959599894333,0.000730585116766873,0.000365292558383437,0.001162523952775,4,-0.000128576377098649,0.000355037127723167,0.000177518563861583,0.000564943297680566,"2b"
"47",2017-10-19,2017-12-18,"R","WS31",3,0.00221077747512262,0.000476982279886311,0.000275385847691043,0.00118488966930224,4,0.00305764334343353,0.000141057816862226,7.05289084311132e-05,0.000224454464052289,3,-0.000838242274478139,0.000414201164178685,0.00023913915363722,0.00102893273218716,3,-0.000391596817139412,0.00018657160918981,0.000107717168788878,0.000463469570330351,"2b"
"48",2017-10-19,2017-12-18,"R","WS32",4,0.00238566363424124,0.000560468496145817,0.000280234248072909,0.000891830447393586,4,0.00303856411008485,0.000238578981198512,0.000119289490599256,0.000379632398616778,4,-0.000652900475843612,0.00034618753420576,0.00017309376710288,0.000550861619584199,4,-0.000308253327713472,0.0001514946515631,7.574732578155e-05,0.000241061797068615,"2b"
"49",2017-11-15,2018-01-05,"A","WS01",4,0.0476501924868147,0.0143657869830198,0.00718289349150989,0.022859172853302,4,0.0100339624538178,0.000799109254693136,0.000399554627346568,0.00127156114755809,4,0.0376162300329969,0.01395051208476,0.00697525604238002,0.0221983778204802,4,0.0236254334787682,0.0093079321756105,0.00465396608780525,0.0148109971810515,"3"
"50",2017-11-15,2018-01-05,"A","WS02",4,0.0133583473822151,0.0024592673409284,0.0012296336704642,0.00391324313142124,4,0.00964578843565165,0.00111747957163203,0.000558739785816017,0.00177815936698519,4,0.00371255894656348,0.00317927873337454,0.00158963936668727,0.00505894192924744,4,0.00200611903054934,0.00179691537321911,0.000898457686609555,0.00285929334520433,"3"
"51",2017-11-15,2018-01-05,"A","WS08",4,0.0137955196262358,0.00435183011380979,0.00217591505690489,0.00692473283345817,4,0.00997277932719958,0.00141818955950442,0.000709094779752211,0.00225665606191839,4,0.00382274029903623,0.004381833386611,0.0021909166933055,0.00697247473579448,4,0.00208614958793178,0.00244285603534587,0.00122142801767293,0.00388712908201323,"3"
"52",2017-11-15,2018-01-05,"A","WS13",4,0.00905797472580027,0.00211839374936481,0.00105919687468241,0.00337083718040107,4,0.00959914222960199,0.000965998319764895,0.000482999159882448,0.00153711889182303,4,-0.000541167503801715,0.00221356611668805,0.00110678305834403,0.00352227765477755,4,-0.000233082428864372,0.00108194191858098,0.000540970959290491,0.00172161103065981,"3"
"53",2017-11-15,2018-01-05,"A","WS06",4,0.00942414537617991,0.000921998452370615,0.000460999226185307,0.00146710528411208,4,0.011253763620762,0.000650941707858063,0.000325470853929031,0.00103579351656398,4,-0.00182961824458213,0.000518529425593932,0.000259264712796966,0.000825096027331145,4,-0.000885649300463182,0.000245518279619836,0.000122759139809918,0.000390674370927879,"3"
"54",2017-11-15,2018-01-05,"A","WS07",4,0.0115874379487392,0.00163594873458885,0.000817974367294426,0.00260315950301292,4,0.0120112690765002,0.00339034231959458,0.00169517115979729,0.00539479119432038,4,-0.000423831127761013,0.00500194932646282,0.00250097466323141,0.00795921757660896,4,-8.37011635041299e-05,0.0023580666093481,0.00117903330467405,0.00375221018426638,"3"
"55",2017-11-15,2018-01-05,"A","WS27",4,0.0120654760419577,0.00183645618401079,0.000918228092005396,0.00292221159881028,4,0.00999862287053467,0.00094647872293395,0.000473239361466975,0.0015060588574154,4,0.00206685317142305,0.001490142744029,0.0007450713720145,0.00237114963504021,4,0.00107716199599933,0.000774832316703112,0.000387416158351556,0.00123293112175312,"3"
"56",2017-11-15,2018-01-05,"A","WS31",4,0.00870446293954063,0.000887115179219895,0.000443557589609948,0.00141159821223473,4,0.0104114284130993,0.00151465744649322,0.00075732872324661,0.0024101579971814,4,-0.00170696547355864,0.00216383711177017,0.00108191855588508,0.00344314771079437,4,-0.000799454385485134,0.000989350581834317,0.000494675290917158,0.00157427755189445,"3"
"57",2017-11-15,2018-01-05,"A","WS14",4,0.00885248177423939,0.00193910256431293,0.000969551282156463,0.00308554489568192,4,0.00910458037097608,0.000428664626838792,0.000214332313419396,0.000682101078944467,4,-0.000252098596736699,0.00212071525207114,0.00106035762603557,0.0033745312092563,4,-9.40793515421945e-05,0.00106634639832032,0.000533173199160159,0.00169679507774354,"3"
"58",2017-11-15,2018-01-05,"A","WS18",4,0.00945404992801687,0.0013978338475957,0.000698916923797851,0.00222426558184073,4,0.0091943871751086,0.000335795517674976,0.000167897758837488,0.000534325602277779,4,0.00025966275290827,0.00142552792972953,0.000712763964864765,0.00226833304652324,4,0.000143628295444716,0.000718638068207595,0.000359319034103798,0.00114351353250174,"3"
"59",2017-11-15,2018-01-05,"R","WS01",4,0.00459739429199182,0.000809496395408905,0.000404748197704453,0.00128808940635477,4,0.00217470970898756,0.000288762130707628,0.000144381065353814,0.000459484987988171,4,0.00242268458300426,0.000614989599515263,0.000307494799757632,0.000978585689382628,4,0.00136352291431931,0.000365284475091842,0.000182642237545921,0.000581249114066766,"3"
"60",2017-11-15,2018-01-05,"R","WS02",4,0.00332451727801926,0.000478733247144911,0.000239366623572455,0.000761771426796397,4,0.00207764453821405,0.000580586538156645,0.000290293269078323,0.000923842741627037,4,0.00124687273980521,0.00049383621691704,0.00024691810845852,0.000785803621971459,4,0.000681586013329669,0.000283020056314125,0.000141510028157062,0.000450348066269037,"3"
"61",2017-11-15,2018-01-05,"R","WS06",4,0.00311602172686179,0.000523644116018209,0.000261822058009105,0.000833234641152852,4,0.00206844021627713,0.000689698273392462,0.000344849136696231,0.0010974638609592,4,0.00104758151058466,0.000777405627420401,0.000388702813710201,0.00123702583334541,4,0.000578445151576835,0.000442208544273011,0.000221104272136506,0.000703652473943265,"3"
"62",2017-11-15,2018-01-05,"R","WS07",4,0.00361168376853139,0.000604508688439232,0.000302254344219616,0.000961908221017667,4,0.00258213818189613,0.000747226648103277,0.000373613324051638,0.0011890043427329,4,0.00102954558663526,0.000953424861668491,0.000476712430834245,0.00151711171419126,4,0.000568399298638986,0.000553710317319995,0.000276855158659998,0.000881076676776244,"3"
"63",2017-11-15,2018-01-05,"R","WS08",4,0.00294703545558187,0.00013913536558937,6.95676827946849e-05,0.000221395415077094,4,0.00210424349134356,0.000701069041460716,0.000350534520730358,0.00111555729037272,4,0.000842791964238316,0.000748857461968358,0.000374428730984179,0.00119159933151267,4,0.000464272601084262,0.000422437030172225,0.000211218515086112,0.00067219158294331,"3"
"64",2017-11-15,2018-01-05,"R","WS13",4,0.00321763933056035,0.00040360398015346,0.00020180199007673,0.000642223997718589,4,0.00181787276189088,0.00062554682014196,0.00031277341007098,0.000995384583271377,4,0.00139976656866947,0.0004044725824582,0.0002022362912291,0.000643606137816329,4,0.000779787744262229,0.000266875101146066,0.000133437550573033,0.000424657839807256,"3"
"65",2017-11-15,2018-01-05,"R","WS14",4,0.0030257593467646,0.000208501935556944,0.000104250967778472,0.00033177310722885,4,0.00276352122056446,0.000759241780520062,0.000379620890260031,0.00120812309961655,4,0.000262238126200142,0.000895457358932239,0.00044772867946612,0.00142487248173651,4,0.000150823728327125,0.000449223336125155,0.000224611668062578,0.000714814573149361,"3"
"66",2017-11-15,2018-01-05,"R","WS18",4,0.00359913168971081,0.000605844565846889,0.000302922282923444,0.000964033900077822,4,0.00208332641207759,0.000650158120931884,0.000325079060465942,0.00103454665490494,4,0.00151580527763322,0.00035494091704976,0.00017747045852488,0.00056479020502951,4,0.000833592136143245,0.000214134495776502,0.000107067247888251,0.000340735767458859,"3"
"67",2017-11-15,2018-01-05,"R","WS27",4,0.00276269581036668,0.000255215507238729,0.000127607753619365,0.0004061048240315,4,0.00215696906228474,0.00079519664942763,0.000397598324713815,0.00126533531947247,4,0.000605726748081938,0.00103084099563809,0.000515420497819046,0.00164029805895171,4,0.000343728604265148,0.000528643047553081,0.000264321523776541,0.000841189056749611,"3"
"68",2017-11-15,2018-01-05,"R","WS31",4,0.00261844741562463,0.000420201121089837,0.000210100560544919,0.000668633752644212,4,0.00194686924556714,0.000333112249836341,0.00016655612491817,0.000530055924368203,4,0.000671578170057486,0.000521458997725247,0.000260729498862623,0.000829757630333828,4,0.000359892951179058,0.00029590335742469,0.000147951678712345,0.000470848273278625,"3"
"69",2017-11-15,2018-01-05,"R","WS32",4,0.00245711519513659,0.000407342741599241,0.000203671370799621,0.00064817320149332,4,0.00199043787283874,1.46502300021953e-05,7.32511500109767e-06,2.33117851710215e-05,4,0.000466677322297855,0.000403557590459342,0.000201778795229671,0.000642150181363265,4,0.000245123690683286,0.000217450425656861,0.00010872521282843,0.000346012151857023,"3"
"70",2017-11-15,2018-01-05,"A","WS32",4,0.00785758931880018,0.000752356272476411,0.000376178136238205,0.00119716671979979,4,0.0095686124163179,0.000109604993952056,5.48024969760281e-05,0.000174406004021682,4,-0.00171102309751772,0.00084913281256226,0.00042456640628113,0.00135115979101696,4,-0.000821434323685915,0.000397490924534072,0.000198745462267036,0.000632496762083632,"3"
"71",2017-11-15,2018-01-05,"A","WS36",4,0.0114608499723856,0.00201243824773569,0.00100621912386784,0.00320223833305903,4,0.0115906887789865,0.00117366949088656,0.00058683474544328,0.00186757006744807,4,-0.000129838806600869,0.00302412681590063,0.00151206340795032,0.00481206060598617,4,-1.4426591657017e-05,0.0015356926969259,0.000767846348462951,0.00244362977469151,"3"
"72",2017-11-15,2018-01-05,"R","WS36",4,0.00312922111373062,9.70634366166441e-05,4.85317183083221e-05,0.000154449587619389,4,0.00220596792631563,0.000610724431836635,0.000305362215918318,0.000971798855822495,4,0.000923253187414989,0.000682745170399164,0.000341372585199582,0.00108639992249356,4,0.000504292656082736,0.00039257732109425,0.000196288660547125,0.000624678122527286,"3"
"73",2017-12-11,2018-02-08,"A","WS06",4,0.00862800890178355,0.001113988894974,0.000556994447486999,0.00177260492146854,4,0.0104738664335916,0.00107151443914112,0.000535757219570559,0.0017050185839514,4,-0.00184585753180803,0.00111576996318448,0.000557884981592242,0.0017754389984415,4,-0.000884092025458326,0.000519657424560959,0.00025982871228048,0.000826890925403636,"4a"
"74",2017-12-11,2018-02-08,"A","WS07",4,0.016562896059762,0.00826376534738743,0.00413188267369372,0.0131494947487623,4,0.0103682790995327,0.001253632678057,0.000626816339028501,0.00199480934223271,4,0.00619461696022928,0.00706870573108458,0.00353435286554229,0.0112478882185139,4,0.00343747582364518,0.00410769444081558,0.00205384722040779,0.00653625849820399,"4a"
"75",2017-12-11,2018-02-08,"A","WS08",4,0.0181758933330253,0.00848337996337239,0.00424168998168619,0.0134989506103761,4,0.00969370321963073,0.00230205920474687,0.00115102960237344,0.00366308990534552,4,0.00848219011339461,0.0070951212488341,0.00354756062441705,0.011289921201946,4,0.0047658931357888,0.00421736300408608,0.00210868150204304,0.00671076565519697,"4a"
